OpossumID	OpossumID_version	HumanGeneName	HumanID	OpossumGeneName	DevilID	DevilGeneName
ENSMODG00000016736	ENSMODG00000016736.3	MAGEB1	ENSG00000214107		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEB10	ENSG00000177689		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEC3	ENSG00000165509		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGED2	ENSG00000102316		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEE1	ENSG00000198934		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEA4	ENSG00000147381		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	TRO	ENSG00000067445		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEB5	ENSG00000188408		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEA6	ENSG00000197172		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEA3	ENSG00000221867		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEA1	ENSG00000198681		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEH1	ENSG00000187601		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGED4	ENSG00000154545		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGED4B	ENSG00000187243		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEA8	ENSG00000156009		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	NDN	ENSG00000182636		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEC2	ENSG00000046774		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEC1	ENSG00000155495		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEF1	ENSG00000177383		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEA12	ENSG00000213401		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEA2B	ENSG00000183305		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEA2	ENSG00000268606		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEB2	ENSG00000099399		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEB4	ENSG00000120289		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEA9	ENSG00000123584		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEA9B	ENSG00000267978		ENSSHAG00000004546	
ENSMODG00000016736	ENSMODG00000016736.3	MAGEB3	ENSG00000198798		ENSSHAG00000004546	
ENSMODG00000034129	ENSMODG00000034129.2					
ENSMODG00000050965	ENSMODG00000050965.1	CCR2	ENSG00000121807		ENSSHAG00000011288	
ENSMODG00000050965	ENSMODG00000050965.1	CCR5	ENSG00000160791		ENSSHAG00000011288	
ENSMODG00000050965	ENSMODG00000050965.1	CCR2	ENSG00000121807		ENSSHAG00000011404	
ENSMODG00000050965	ENSMODG00000050965.1	CCR5	ENSG00000160791		ENSSHAG00000011404	
ENSMODG00000015906	ENSMODG00000015906.3	UBXN10	ENSG00000162543	UBXN10		
ENSMODG00000006001	ENSMODG00000006001.4	INHBC	ENSG00000175189	INHBC	ENSSHAG00000006461	INHBC
ENSMODG00000020895	ENSMODG00000020895.4	FGD1	ENSG00000102302	FGD1	ENSSHAG00000004671	FGD1
ENSMODG00000036431	ENSMODG00000036431.1					
ENSMODG00000029671	ENSMODG00000029671.2	L1TD1	ENSG00000240563			
ENSMODG00000005379	ENSMODG00000005379.4	TTLL8	ENSG00000138892		ENSSHAG00000006196	TTLL8
ENSMODG00000025530	ENSMODG00000025530.3	NMU	ENSG00000109255		ENSSHAG00000002802	NMU
ENSMODG00000012662	ENSMODG00000012662.4	SUGCT	ENSG00000175600		ENSSHAG00000001316	
ENSMODG00000014405	ENSMODG00000014405.3					
ENSMODG00000042715	ENSMODG00000042715.1					
ENSMODG00000041456	ENSMODG00000041456.1					
ENSMODG00000027030	ENSMODG00000027030.1			U6	ENSSHAG00000020012	U6
ENSMODG00000023429	ENSMODG00000023429.1	HTR1E	ENSG00000168830	HTR1E	ENSSHAG00000005228	HTR1E
ENSMODG00000041578	ENSMODG00000041578.1					
ENSMODG00000009546	ENSMODG00000009546.4	EVX2	ENSG00000174279	EVX2	ENSSHAG00000015873	EVX2
ENSMODG00000045505	ENSMODG00000045505.1					
ENSMODG00000041063	ENSMODG00000041063.1					
ENSMODG00000040861	ENSMODG00000040861.1					
ENSMODG00000007202	ENSMODG00000007202.2	LIPT2	ENSG00000175536	LIPT2		
ENSMODG00000037913	ENSMODG00000037913.1					
ENSMODG00000046068	ENSMODG00000046068.1				ENSSHAG00000005468	
ENSMODG00000028984	ENSMODG00000028984.2	L1TD1	ENSG00000240563			
ENSMODG00000016484	ENSMODG00000016484.4	FUNDC2	ENSG00000165775		ENSSHAG00000004767	FUNDC2
ENSMODG00000039287	ENSMODG00000039287.1	PLA2G2C	ENSG00000187980	PLA2G2C	ENSSHAG00000012451	
ENSMODG00000039135	ENSMODG00000039135.1					
ENSMODG00000008904	ENSMODG00000008904.4	NF2	ENSG00000186575	NF2	ENSSHAG00000003942	NF2
ENSMODG00000029884	ENSMODG00000029884.2					
ENSMODG00000045774	ENSMODG00000045774.1					
ENSMODG00000006899	ENSMODG00000006899.3	HTR6	ENSG00000158748			
ENSMODG00000048597	ENSMODG00000048597.1					
ENSMODG00000021485	ENSMODG00000021485.5	GREB1L	ENSG00000141449	GREB1L	ENSSHAG00000012108	
ENSMODG00000018048	ENSMODG00000018048.3					
ENSMODG00000041956	ENSMODG00000041956.1					
ENSMODG00000018421	ENSMODG00000018421.4	LRTM2	ENSG00000166159	LRTM2	ENSSHAG00000011929	LRTM2
ENSMODG00000011248	ENSMODG00000011248.4	ZDHHC3	ENSG00000163812	ZDHHC3	ENSSHAG00000002303	
ENSMODG00000020589	ENSMODG00000020589.5	KCTD8	ENSG00000183783		ENSSHAG00000009087	
ENSMODG00000018753	ENSMODG00000018753.3	LIX1L	ENSG00000271601	LIX1L	ENSSHAG00000018632	LIX1L
ENSMODG00000036061	ENSMODG00000036061.2					
ENSMODG00000046485	ENSMODG00000046485.1				ENSSHAG00000013223	
ENSMODG00000006506	ENSMODG00000006506.2	AC011473.4	ENSG00000269741		ENSSHAG00000003365	
ENSMODG00000006506	ENSMODG00000006506.2	KLK9	ENSG00000213022		ENSSHAG00000003365	
ENSMODG00000040757	ENSMODG00000040757.1					
ENSMODG00000005396	ENSMODG00000005396.4	MLC1	ENSG00000100427	MLC1	ENSSHAG00000007078	MLC1
ENSMODG00000016059	ENSMODG00000016059.4	SLC7A14	ENSG00000013293	SLC7A14	ENSSHAG00000014326	SLC7A14
ENSMODG00000039134	ENSMODG00000039134.1					
ENSMODG00000004585	ENSMODG00000004585.4	NDUFB6	ENSG00000165264	NDUFB6		
ENSMODG00000047610	ENSMODG00000047610.1					
ENSMODG00000046998	ENSMODG00000046998.1					
ENSMODG00000006103	ENSMODG00000006103.4	FAAH2	ENSG00000165591	FAAH2	ENSSHAG00000003245	
ENSMODG00000006103	ENSMODG00000006103.4	FAAH2	ENSG00000165591	FAAH2	ENSSHAG00000003745	
ENSMODG00000034456	ENSMODG00000034456.2					
ENSMODG00000037795	ENSMODG00000037795.1					
ENSMODG00000003960	ENSMODG00000003960.4	FCAR	ENSG00000186431		ENSSHAG00000009391	
ENSMODG00000045162	ENSMODG00000045162.1					
ENSMODG00000037048	ENSMODG00000037048.1	EFHD1	ENSG00000115468		ENSSHAG00000010032	
ENSMODG00000039336	ENSMODG00000039336.1					
ENSMODG00000040471	ENSMODG00000040471.1					
ENSMODG00000017041	ENSMODG00000017041.4	KCNJ4	ENSG00000168135	KCNJ4		
ENSMODG00000030184	ENSMODG00000030184.2					
ENSMODG00000020680	ENSMODG00000020680.4	PDCL2	ENSG00000163440		ENSSHAG00000018298	
ENSMODG00000020680	ENSMODG00000020680.4	PDCL2	ENSG00000163440		ENSSHAG00000003781	
ENSMODG00000039406	ENSMODG00000039406.1					
ENSMODG00000015923	ENSMODG00000015923.2	PLA2G2F	ENSG00000158786	PLA2G2F	ENSSHAG00000012575	PLA2G2F
ENSMODG00000040322	ENSMODG00000040322.1				ENSSHAG00000005468	
ENSMODG00000041442	ENSMODG00000041442.1					
ENSMODG00000009550	ENSMODG00000009550.4	HOXD13	ENSG00000128714	HOXD13	ENSSHAG00000015915	HOXD13
ENSMODG00000018321	ENSMODG00000018321.3	CGA	ENSG00000135346	CGA	ENSSHAG00000007283	CGA
ENSMODG00000023216	ENSMODG00000023216.1	ANKRD34A	ENSG00000272031	ANKRD34A	ENSSHAG00000018639	ANKRD34A
ENSMODG00000016044	ENSMODG00000016044.4	FARP2	ENSG00000006607	FARP2	ENSSHAG00000013204	FARP2
ENSMODG00000042177	ENSMODG00000042177.1					
ENSMODG00000048307	ENSMODG00000048307.1					
ENSMODG00000039232	ENSMODG00000039232.1	SRPK3	ENSG00000184343	SRPK3	ENSSHAG00000000037	SRPK3
ENSMODG00000008351	ENSMODG00000008351.4	ASPH	ENSG00000198363	ASPH	ENSSHAG00000000974	ASPH
ENSMODG00000029034	ENSMODG00000029034.2	KLK8	ENSG00000129455		ENSSHAG00000002974	KLK8
ENSMODG00000016065	ENSMODG00000016065.3	CLDN11	ENSG00000013297		ENSSHAG00000014554	
ENSMODG00000016065	ENSMODG00000016065.3	AC026316.4	ENSG00000285218		ENSSHAG00000014554	
ENSMODG00000047202	ENSMODG00000047202.1					
ENSMODG00000005195	ENSMODG00000005195.4	LAS1L	ENSG00000001497		ENSSHAG00000005698	
ENSMODG00000044564	ENSMODG00000044564.1				ENSSHAG00000015216	FAM92A
ENSMODG00000042103	ENSMODG00000042103.1					
ENSMODG00000018419	ENSMODG00000018419.5	CACNA2D4	ENSG00000151062		ENSSHAG00000011467	CACNA2D4
ENSMODG00000042670	ENSMODG00000042670.1					
ENSMODG00000025140	ENSMODG00000025140.1	TMEM215	ENSG00000188133	TMEM215		
ENSMODG00000047506	ENSMODG00000047506.1					
ENSMODG00000019869	ENSMODG00000019869.5	ALX4	ENSG00000052850	ALX4	ENSSHAG00000010415	
ENSMODG00000004189	ENSMODG00000004189.2	MVD	ENSG00000167508	MVD	ENSSHAG00000005976	MVD
ENSMODG00000041166	ENSMODG00000041166.1	CMC4	ENSG00000182712	CMC4		
ENSMODG00000007852	ENSMODG00000007852.6	LTBP4	ENSG00000090006	LTBP4		
ENSMODG00000008322	ENSMODG00000008322.4	PGAP2	ENSG00000148985	PGAP2	ENSSHAG00000009896	PGAP2
ENSMODG00000024741	ENSMODG00000024741.2	HOXD12	ENSG00000170178	HOXD12	ENSSHAG00000015948	HOXD12
ENSMODG00000043326	ENSMODG00000043326.1					
ENSMODG00000011261	ENSMODG00000011261.3	EXOSC7	ENSG00000075914	EXOSC7	ENSSHAG00000003370	EXOSC7
ENSMODG00000007209	ENSMODG00000007209.2	KCNE3	ENSG00000175538	KCNE3	ENSSHAG00000011022	KCNE3
ENSMODG00000013640	ENSMODG00000013640.3	NDUFB2	ENSG00000090266		ENSSHAG00000015924	NDUFB2
ENSMODG00000017267	ENSMODG00000017267.4	AIG1	ENSG00000146416	AIG1	ENSSHAG00000011239	
ENSMODG00000039522	ENSMODG00000039522.1					
ENSMODG00000016148	ENSMODG00000016148.4	NPC1L1	ENSG00000015520	NPC1L1	ENSSHAG00000016456	NPC1L1
ENSMODG00000016070	ENSMODG00000016070.4	SKIL	ENSG00000136603		ENSSHAG00000014634	SKIL
ENSMODG00000044311	ENSMODG00000044311.1					
ENSMODG00000041712	ENSMODG00000041712.1				ENSSHAG00000016703	
ENSMODG00000018754	ENSMODG00000018754.4				ENSSHAG00000018644	
ENSMODG00000018728	ENSMODG00000018728.4	CSNK1E	ENSG00000213923		ENSSHAG00000004621	
ENSMODG00000018728	ENSMODG00000018728.4	TPTEP2-CSNK1E	ENSG00000283900		ENSSHAG00000004621	
ENSMODG00000001386	ENSMODG00000001386.3	FAM131B	ENSG00000159784	FAM131B	ENSSHAG00000005750	FAM131B
ENSMODG00000050906	ENSMODG00000050906.1	EFHD1	ENSG00000115468		ENSSHAG00000010032	
ENSMODG00000001983	ENSMODG00000001983.4	IMPG2	ENSG00000081148		ENSSHAG00000010307	IMPG2
ENSMODG00000006108	ENSMODG00000006108.3					
ENSMODG00000016246	ENSMODG00000016246.4	LAMB1	ENSG00000091136	LAMB1	ENSSHAG00000004532	LAMB1
ENSMODG00000030432	ENSMODG00000030432.2					
ENSMODG00000049120	ENSMODG00000049120.1				ENSSHAG00000005468	
ENSMODG00000029093	ENSMODG00000029093.2	PLA2G2D	ENSG00000117215	PLA2G2D	ENSSHAG00000012745	PLA2G2D
ENSMODG00000045629	ENSMODG00000045629.1					
ENSMODG00000035471	ENSMODG00000035471.2					
ENSMODG00000049028	ENSMODG00000049028.1					
ENSMODG00000014961	ENSMODG00000014961.4	NGLY1	ENSG00000151092	NGLY1	ENSSHAG00000011594	NGLY1
ENSMODG00000041010	ENSMODG00000041010.1	EIF4E1B	ENSG00000175766		ENSSHAG00000007864	EIF4E1B
ENSMODG00000000443	ENSMODG00000000443.4	TRIM33	ENSG00000197323	TRIM33	ENSSHAG00000005991	TRIM33
ENSMODG00000046974	ENSMODG00000046974.1					
ENSMODG00000042642	ENSMODG00000042642.1					
ENSMODG00000022701	ENSMODG00000022701.2	LRP5L	ENSG00000100068		ENSSHAG00000004102	
ENSMODG00000022701	ENSMODG00000022701.2	LRP5	ENSG00000162337		ENSSHAG00000004102	
ENSMODG00000003974	ENSMODG00000003974.3					
ENSMODG00000026536	ENSMODG00000026536.2	U4	ENSG00000274197	U4		
ENSMODG00000004608	ENSMODG00000004608.4					
ENSMODG00000005206	ENSMODG00000005206.5	ZC3H12B	ENSG00000102053	ZC3H12B	ENSSHAG00000006530	ZC3H12B
ENSMODG00000020678	ENSMODG00000020678.3	CLOCK	ENSG00000134852	CLOCK	ENSSHAG00000005555	CLOCK
ENSMODG00000009565	ENSMODG00000009565.4	HOXD11	ENSG00000128713	HOXD11	ENSSHAG00000015976	
ENSMODG00000020770	ENSMODG00000020770.4	MAPK10	ENSG00000109339	MAPK10	ENSSHAG00000002029	MAPK10
ENSMODG00000044737	ENSMODG00000044737.1	MTCP1	ENSG00000214827	MTCP1	ENSSHAG00000005268	MTCP1
ENSMODG00000038633	ENSMODG00000038633.1	RNU6-696P	ENSG00000212136	U6	ENSSHAG00000019894	U6
ENSMODG00000038633	ENSMODG00000038633.1	RNU6-898P	ENSG00000202497	U6	ENSSHAG00000019894	U6
ENSMODG00000038633	ENSMODG00000038633.1	RNU6-696P	ENSG00000212136	U6	ENSSHAG00000019352	U6
ENSMODG00000038633	ENSMODG00000038633.1	RNU6-898P	ENSG00000202497	U6	ENSSHAG00000019352	U6
ENSMODG00000006132	ENSMODG00000006132.2	TMLHE	ENSG00000185973	TMLHE	ENSSHAG00000005076	TMLHE
ENSMODG00000017503	ENSMODG00000017503.3	STS	ENSG00000101846		ENSSHAG00000008889	STS
ENSMODG00000033120	ENSMODG00000033120.2					
ENSMODG00000004165	ENSMODG00000004165.2	SNAI3	ENSG00000185669	SNAI3	ENSSHAG00000006702	SNAI3
ENSMODG00000006497	ENSMODG00000006497.4	KLK7	ENSG00000169035	KLK7	ENSSHAG00000000252	KLK7
ENSMODG00000032507	ENSMODG00000032507.2					
ENSMODG00000040483	ENSMODG00000040483.1	CD82	ENSG00000085117	CD82	ENSSHAG00000004226	CD82
ENSMODG00000051529	ENSMODG00000051529.1					
ENSMODG00000038346	ENSMODG00000038346.1					
ENSMODG00000051239	ENSMODG00000051239.1					
ENSMODG00000039867	ENSMODG00000039867.1					
ENSMODG00000048917	ENSMODG00000048917.1			Metazoa_SRP		
ENSMODG00000009210	ENSMODG00000009210.5	NEBL	ENSG00000078114	NEBL	ENSSHAG00000017199	NEBL
ENSMODG00000049985	ENSMODG00000049985.1	ACSBG2	ENSG00000130377		ENSSHAG00000008859	
ENSMODG00000016076	ENSMODG00000016076.4	PRKCI	ENSG00000163558	PRKCI	ENSSHAG00000015052	PRKCI
ENSMODG00000036419	ENSMODG00000036419.1	EFHD1	ENSG00000115468		ENSSHAG00000010032	
ENSMODG00000024316	ENSMODG00000024316.2	TAS2R60	ENSG00000185899	TAS2R60		
ENSMODG00000028323	ENSMODG00000028323.2					
ENSMODG00000009577	ENSMODG00000009577.4	HOXD10	ENSG00000128710	HOXD10	ENSSHAG00000016004	HOXD10
ENSMODG00000043377	ENSMODG00000043377.1					
ENSMODG00000021161	ENSMODG00000021161.4	VPS52	ENSG00000223501	VPS52	ENSSHAG00000008320	
ENSMODG00000011267	ENSMODG00000011267.4	CLEC3B	ENSG00000163815	CLEC3B	ENSSHAG00000004709	CLEC3B
ENSMODG00000012104	ENSMODG00000012104.4	DLX4	ENSG00000108813	DLX4	ENSSHAG00000011988	
ENSMODG00000019189	ENSMODG00000019189.4	RHOT1	ENSG00000126858	RHOT1	ENSSHAG00000018633	RHOT1
ENSMODG00000025533	ENSMODG00000025533.3	CLNK	ENSG00000109684		ENSSHAG00000013691	
ENSMODG00000018730	ENSMODG00000018730.3	TMEM184B	ENSG00000198792	TMEM184B	ENSSHAG00000005711	TMEM184B
ENSMODG00000035139	ENSMODG00000035139.2					
ENSMODG00000046583	ENSMODG00000046583.1	OR6C74	ENSG00000197706	OR6C74		
ENSMODG00000004160	ENSMODG00000004160.2	RNF166	ENSG00000158717	RNF166	ENSSHAG00000007244	
ENSMODG00000004160	ENSMODG00000004160.2	RNF166	ENSG00000158717	RNF166	ENSSHAG00000003226	
ENSMODG00000004160	ENSMODG00000004160.2	RNF166	ENSG00000158717	RNF166	ENSSHAG00000001578	
ENSMODG00000049410	ENSMODG00000049410.1			mdo-mir-7385a		
ENSMODG00000051457	ENSMODG00000051457.1					
ENSMODG00000043293	ENSMODG00000043293.1				ENSSHAG00000012838	
ENSMODG00000000109	ENSMODG00000000109.4	TBC1D19	ENSG00000109680	TBC1D19	ENSSHAG00000009955	TBC1D19
ENSMODG00000024822	ENSMODG00000024822.2	EIF1AX	ENSG00000173674		ENSSHAG00000010995	
ENSMODG00000024822	ENSMODG00000024822.2	EIF1AY	ENSG00000198692		ENSSHAG00000010995	
ENSMODG00000003984	ENSMODG00000003984.3	TSEN34	ENSG00000170892		ENSSHAG00000009295	
ENSMODG00000007336	ENSMODG00000007336.4	PGM2L1	ENSG00000165434	PGM2L1	ENSSHAG00000011567	PGM2L1
ENSMODG00000033656	ENSMODG00000033656.2					
ENSMODG00000044020	ENSMODG00000044020.1			mdo-mir-7385i-2		
ENSMODG00000050557	ENSMODG00000050557.1	PCTP	ENSG00000141179	PCTP	ENSSHAG00000013900	PCTP
ENSMODG00000030712	ENSMODG00000030712.2					
ENSMODG00000017263	ENSMODG00000017263.4	ADAT2	ENSG00000189007	ADAT2	ENSSHAG00000013275	ADAT2
ENSMODG00000005213	ENSMODG00000005213.4	ZC4H2	ENSG00000126970	ZC4H2	ENSSHAG00000000569	ZC4H2
ENSMODG00000043105	ENSMODG00000043105.1	SZRD1	ENSG00000055070		ENSSHAG00000009292	SZRD1
ENSMODG00000005732	ENSMODG00000005732.4	BRINP2	ENSG00000198797	BRINP2	ENSSHAG00000006549	BRINP2
ENSMODG00000049828	ENSMODG00000049828.1					
ENSMODG00000018424	ENSMODG00000018424.4	DCP1B	ENSG00000151065	DCP1B	ENSSHAG00000012569	DCP1B
ENSMODG00000006484	ENSMODG00000006484.4	KLK5	ENSG00000167754	KLK5		
ENSMODG00000039057	ENSMODG00000039057.1	ITGAD	ENSG00000156886	ITGAD	ENSSHAG00000014262	ITGAD
ENSMODG00000047293	ENSMODG00000047293.1	OR6C70	ENSG00000184954		ENSSHAG00000004436	
ENSMODG00000047293	ENSMODG00000047293.1	OR6C6	ENSG00000188324		ENSSHAG00000004436	
ENSMODG00000037106	ENSMODG00000037106.1	EFHD1	ENSG00000115468		ENSSHAG00000010032	
ENSMODG00000026640	ENSMODG00000026640.1	RNU6-1257P	ENSG00000207355	U6		
ENSMODG00000036715	ENSMODG00000036715.1	OXSM	ENSG00000151093	OXSM	ENSSHAG00000012026	OXSM
ENSMODG00000048915	ENSMODG00000048915.1					
ENSMODG00000031792	ENSMODG00000031792.2					
ENSMODG00000016487	ENSMODG00000016487.4	BRCC3	ENSG00000185515	BRCC3	ENSSHAG00000005392	
ENSMODG00000037765	ENSMODG00000037765.1			mdo-mir-7385b		
ENSMODG00000016075	ENSMODG00000016075.4	BOK	ENSG00000176720	BOK	ENSSHAG00000000174	BOK
ENSMODG00000011288	ENSMODG00000011288.4	CDCP1	ENSG00000163814	CDCP1	ENSSHAG00000005403	CDCP1
ENSMODG00000009591	ENSMODG00000009591.4	HOXD9	ENSG00000128709	HOXD9	ENSSHAG00000016017	HOXD9
ENSMODG00000004007	ENSMODG00000004007.5	MBOAT7	ENSG00000125505	MBOAT7	ENSSHAG00000009250	MBOAT7
ENSMODG00000002838	ENSMODG00000002838.4	UBE4B	ENSG00000130939	UBE4B	ENSSHAG00000008568	UBE4B
ENSMODG00000004680	ENSMODG00000004680.3	PTGR1	ENSG00000106853	PTGR1	ENSSHAG00000012784	PTGR1
ENSMODG00000018755	ENSMODG00000018755.4	TXNIP	ENSG00000265972	TXNIP	ENSSHAG00000018655	TXNIP
ENSMODG00000018732	ENSMODG00000018732.3	MAFF	ENSG00000185022	MAFF	ENSSHAG00000006027	
ENSMODG00000041631	ENSMODG00000041631.1			mdo-mir-7385c		
ENSMODG00000046722	ENSMODG00000046722.1					
ENSMODG00000025569	ENSMODG00000025569.3	PLA2G2A	ENSG00000188257		ENSSHAG00000013100	
ENSMODG00000024478	ENSMODG00000024478.2	TMEM100	ENSG00000166292	TMEM100	ENSSHAG00000014278	TMEM100
ENSMODG00000001406	ENSMODG00000001406.4	ZYX	ENSG00000159840	ZYX	ENSSHAG00000006695	ZYX
ENSMODG00000027017	ENSMODG00000027017.1	Vault	ENSG00000252283	Vault		
ENSMODG00000027017	ENSMODG00000027017.1	Vault	ENSG00000252485	Vault		
ENSMODG00000027017	ENSMODG00000027017.1	Vault	ENSG00000278815	Vault		
ENSMODG00000027017	ENSMODG00000027017.1	VTRNA2-2P	ENSG00000251900	Vault		
ENSMODG00000005496	ENSMODG00000005496.4	AC022384.1	ENSG00000272410		ENSSHAG00000016457	
ENSMODG00000005496	ENSMODG00000005496.4	TATDN2	ENSG00000157014		ENSSHAG00000016457	
ENSMODG00000044593	ENSMODG00000044593.1			mdo-mir-7385d		
ENSMODG00000012098	ENSMODG00000012098.3	DLX3	ENSG00000064195	DLX3	ENSSHAG00000012177	DLX3
ENSMODG00000049201	ENSMODG00000049201.1					
ENSMODG00000018319	ENSMODG00000018319.5	ZNF292	ENSG00000188994	ZNF292	ENSSHAG00000008589	ZNF292
ENSMODG00000038738	ENSMODG00000038738.1					
ENSMODG00000007397	ENSMODG00000007397.4	P4HA3	ENSG00000149380	P4HA3	ENSSHAG00000012092	P4HA3
ENSMODG00000032167	ENSMODG00000032167.2					
ENSMODG00000000878	ENSMODG00000000878.4	SLC12A7	ENSG00000113504	SLC12A7	ENSSHAG00000014012	SLC12A7
ENSMODG00000013432	ENSMODG00000013432.4	ARCN1	ENSG00000095139	ARCN1	ENSSHAG00000012166	ARCN1
ENSMODG00000020677	ENSMODG00000020677.4	TMEM165	ENSG00000134851	TMEM165	ENSSHAG00000006313	TMEM165
ENSMODG00000039649	ENSMODG00000039649.1			mdo-mir-7385g-1		
ENSMODG00000044483	ENSMODG00000044483.1					
ENSMODG00000049729	ENSMODG00000049729.1					
ENSMODG00000004240	ENSMODG00000004240.4	TUBGCP3	ENSG00000126216	TUBGCP3	ENSSHAG00000018311	TUBGCP3
ENSMODG00000027471	ENSMODG00000027471.2					
ENSMODG00000023936	ENSMODG00000023936.3	PLA2G2A	ENSG00000188257		ENSSHAG00000005945	
ENSMODG00000023936	ENSMODG00000023936.3	PLA2G2A	ENSG00000188257		ENSSHAG00000013358	
ENSMODG00000017262	ENSMODG00000017262.3	PEX3	ENSG00000034693	PEX3	ENSSHAG00000013433	PEX3
ENSMODG00000045112	ENSMODG00000045112.1			mdo-mir-7385e		
ENSMODG00000006460	ENSMODG00000006460.4	KLK15	ENSG00000174562	KLK15	ENSSHAG00000003933	
ENSMODG00000028633	ENSMODG00000028633.2	C8orf48	ENSG00000164743		ENSSHAG00000001502	
ENSMODG00000042201	ENSMODG00000042201.1					
ENSMODG00000016079	ENSMODG00000016079.3	THAP4	ENSG00000176946		ENSSHAG00000002590	THAP4
ENSMODG00000009593	ENSMODG00000009593.4	HOXD8	ENSG00000175879	HOXD8	ENSSHAG00000016034	HOXD8
ENSMODG00000004029	ENSMODG00000004029.4	TMC4	ENSG00000167608	TMC4	ENSSHAG00000009202	TMC4
ENSMODG00000049691	ENSMODG00000049691.1	RNU6-639P	ENSG00000206801	U6		
ENSMODG00000038970	ENSMODG00000038970.1			mdo-mir-7385g-2		
ENSMODG00000019871	ENSMODG00000019871.3	TSPAN18	ENSG00000157570	TSPAN18	ENSSHAG00000006460	TSPAN18
ENSMODG00000016055	ENSMODG00000016055.4	LAMB4	ENSG00000091128	LAMB4	ENSSHAG00000006366	LAMB4
ENSMODG00000004687	ENSMODG00000004687.2					
ENSMODG00000021300	ENSMODG00000021300.4	NDUFB5	ENSG00000136521	NDUFB5	ENSSHAG00000017299	NDUFB5
ENSMODG00000035503	ENSMODG00000035503.2					
ENSMODG00000041151	ENSMODG00000041151.1					
ENSMODG00000051212	ENSMODG00000051212.1					
ENSMODG00000043988	ENSMODG00000043988.1					
ENSMODG00000010630	ENSMODG00000010630.3	ZNF569	ENSG00000196437		ENSSHAG00000010099	
ENSMODG00000048835	ENSMODG00000048835.1			mdo-mir-7385h		
ENSMODG00000048029	ENSMODG00000048029.1	SMIM36	ENSG00000261873	SMIM36		
ENSMODG00000001319	ENSMODG00000001319.4	ZNF518B	ENSG00000178163		ENSSHAG00000013734	
ENSMODG00000015182	ENSMODG00000015182.4	SND1	ENSG00000197157	SND1	ENSSHAG00000015359	SND1
ENSMODG00000008440	ENSMODG00000008440.4	GALNT18	ENSG00000110328	GALNT18	ENSSHAG00000008532	GALNT18
ENSMODG00000028361	ENSMODG00000028361.2				ENSSHAG00000003120	
ENSMODG00000031590	ENSMODG00000031590.2					
ENSMODG00000035996	ENSMODG00000035996.2					
ENSMODG00000040185	ENSMODG00000040185.1	U6	ENSG00000283502	U6		
ENSMODG00000037201	ENSMODG00000037201.1	SRD5A3	ENSG00000128039	SRD5A3	ENSSHAG00000006811	
ENSMODG00000047209	ENSMODG00000047209.1			mdo-mir-7385f		
ENSMODG00000033122	ENSMODG00000033122.2					
ENSMODG00000015910	ENSMODG00000015910.2	PLA2G2E	ENSG00000188784	PLA2G2E	ENSSHAG00000005351	PLA2G2E
ENSMODG00000050200	ENSMODG00000050200.1					
ENSMODG00000040120	ENSMODG00000040120.1	TMEM158	ENSG00000249992			
ENSMODG00000042439	ENSMODG00000042439.1					
ENSMODG00000007418	ENSMODG00000007418.3	PPME1	ENSG00000214517	PPME1	ENSSHAG00000012353	PPME1
ENSMODG00000037623	ENSMODG00000037623.1					
ENSMODG00000016493	ENSMODG00000016493.4				ENSSHAG00000000499	
ENSMODG00000029986	ENSMODG00000029986.2					
