DevilID	DevilID_version	CONTIG.ALT	start	end	KaryotypeBand	DevilGeneName
ENSSHAG00000017498	ENSSHAG00000017498.1	GL834511.1	2755940	2817220		DUOX1
ENSSHAG00000017499	ENSSHAG00000017499.1	GL834484.1	2756303	2824633		CA12
ENSSHAG00000017500	ENSSHAG00000017500.1	GL861608.1	2756983	2757417		
ENSSHAG00000017501	ENSSHAG00000017501.1	GL861612.1	2757075	2817367		ATF7IP
ENSSHAG00000017502	ENSSHAG00000017502.1	GL834577.1	2757901	2790653		VDAC1
ENSSHAG00000017503	ENSSHAG00000017503.1	GL856947.1	2758134	2765911		
ENSSHAG00000017504	ENSSHAG00000017504.1	GL841550.1	2758774	2759442		CLDN6
ENSSHAG00000017505	ENSSHAG00000017505.1	GL841540.1	2759071	2805568		GKAP1
ENSSHAG00000017506	ENSSHAG00000017506.1	GL849741.1	2760184	2779668		ALPL
ENSSHAG00000017507	ENSSHAG00000017507.1	GL861688.1	2760476	2762332		
ENSSHAG00000017508	ENSSHAG00000017508.1	GL841550.1	2760985	2762108		CLDN9
ENSSHAG00000017509	ENSSHAG00000017509.1	GL856786.1	2762237	2826577		RRP15
ENSSHAG00000017510	ENSSHAG00000017510.1	GL856934.1	2762676	2863938		SEC63
ENSSHAG00000017511	ENSSHAG00000017511.1	GL849683.1	2764083	2766915		
ENSSHAG00000017512	ENSSHAG00000017512.1	GL834603.1	2767477	2780598		ARSI
ENSSHAG00000017513	ENSSHAG00000017513.1	GL849907.1	2768152	2857364		RASA2
ENSSHAG00000017514	ENSSHAG00000017514.1	GL856887.1	2769005	2788739		AARS2
ENSSHAG00000017515	ENSSHAG00000017515.1	GL834480.1	2770080	2977209		
ENSSHAG00000017516	ENSSHAG00000017516.1	GL861661.1	2772359	2858898		AGK
ENSSHAG00000017517	ENSSHAG00000017517.1	GL861688.1	2773048	2789954		GTPBP10
ENSSHAG00000017518	ENSSHAG00000017518.1	GL834635.1	2774840	2889275		C5
ENSSHAG00000017519	ENSSHAG00000017519.1	GL864737.1	2775493	2797053		
ENSSHAG00000017520	ENSSHAG00000017520.1	GL841183.1	2775739	2799916		HEXB
ENSSHAG00000017521	ENSSHAG00000017521.1	GL834423.1	2775870	2782813		
ENSSHAG00000017522	ENSSHAG00000017522.1	GL841589.1	2776716	3045484		MITF
ENSSHAG00000017523	ENSSHAG00000017523.1	GL864824.1	2776968	2778308		
ENSSHAG00000017524	ENSSHAG00000017524.1	GL841583.1	2777106	2792699		APEH
ENSSHAG00000017525	ENSSHAG00000017525.1	GL856736.1	2777605	2781772		
ENSSHAG00000017526	ENSSHAG00000017526.1	GL856832.1	2778045	2842037		ACOX1
ENSSHAG00000017527	ENSSHAG00000017527.1	GL834715.1	2778695	2834770		FBXO16
ENSSHAG00000017528	ENSSHAG00000017528.1	GL834770.1	2779857	2796441		MARVELD3
ENSSHAG00000017529	ENSSHAG00000017529.1	GL834628.1	2780845	2815131		SRC
ENSSHAG00000017530	ENSSHAG00000017530.1	GL849911.1	2781077	2853487		MECOM
ENSSHAG00000017531	ENSSHAG00000017531.1	GL834676.1	2781417	2886441		LCLAT1
ENSSHAG00000017532	ENSSHAG00000017532.1	GL841621.1	2781429	2839252		
ENSSHAG00000017533	ENSSHAG00000017533.1	GL834507.1	2781747	2782781		BTBD3
ENSSHAG00000017534	ENSSHAG00000017534.1	GL861636.1	2782305	2813026		LRRC17
ENSSHAG00000017535	ENSSHAG00000017535.1	GL834651.1	2783042	2790364		
ENSSHAG00000017536	ENSSHAG00000017536.1	GL841539.1	2783193	2783687		RPP25L
ENSSHAG00000017537	ENSSHAG00000017537.1	GL856988.1	2784984	2836280		WDR47
ENSSHAG00000017538	ENSSHAG00000017538.1	GL849905.1	2786477	3136515		MED12L
ENSSHAG00000017539	ENSSHAG00000017539.1	GL856964.1	2787317	2815327		MYCT1
ENSSHAG00000017540	ENSSHAG00000017540.1	GL856779.1	2787385	2819773		IKBKE
ENSSHAG00000017541	ENSSHAG00000017541.1	GL856963.1	2787574	2805944		PCMT1
ENSSHAG00000017542	ENSSHAG00000017542.1	GL849912.1	2787778	2854041		
ENSSHAG00000017543	ENSSHAG00000017543.1	GL834651.1	2792208	2794561		
ENSSHAG00000017544	ENSSHAG00000017544.1	GL834452.1	2792649	2943042		CRTAC1
ENSSHAG00000017545	ENSSHAG00000017545.1	GL856806.1	2792891	2864141		COG2
ENSSHAG00000017546	ENSSHAG00000017546.1	GL834628.1	2793253	2793744		
ENSSHAG00000017547	ENSSHAG00000017547.1	GL841583.1	2793857	2813172		MST1
ENSSHAG00000017548	ENSSHAG00000017548.1	GL849909.1	2795441	2839592		NYAP2
ENSSHAG00000017549	ENSSHAG00000017549.1	GL849783.1	2797200	3186720		
ENSSHAG00000017550	ENSSHAG00000017550.1	GL834465.1	2797859	2847679		STN1
ENSSHAG00000017551	ENSSHAG00000017551.1	GL834423.1	2799918	2800187		
ENSSHAG00000017552	ENSSHAG00000017552.1	GL834651.1	2801164	2805478		ALAD
ENSSHAG00000017553	ENSSHAG00000017553.1	GL856745.1	2801383	2802752		GNG5
ENSSHAG00000017554	ENSSHAG00000017554.1	GL841366.1	2801900	2805079		
ENSSHAG00000017555	ENSSHAG00000017555.1	GL841201.1	2802103	2862978		INO80C
ENSSHAG00000017556	ENSSHAG00000017556.1	GL834719.1	2803779	2817810		PAX1
ENSSHAG00000017557	ENSSHAG00000017557.1	GL856948.1	2804353	2928562		L3MBTL3
ENSSHAG00000017558	ENSSHAG00000017558.1	GL841500.1	2804614	2807589		
ENSSHAG00000017559	ENSSHAG00000017559.1	GL856745.1	2804844	2828675		RPF1
ENSSHAG00000017560	ENSSHAG00000017560.1	GL861688.1	2805522	2806172		CLDN12
ENSSHAG00000017561	ENSSHAG00000017561.1	GL856995.1	2807825	2808775		
ENSSHAG00000017562	ENSSHAG00000017562.1	GL856850.1	2810381	2931991		
ENSSHAG00000017563	ENSSHAG00000017563.1	GL849627.1	2810510	2910627		
ENSSHAG00000017564	ENSSHAG00000017564.1	GL849652.1	2810765	2860723		SF3B1
ENSSHAG00000017565	ENSSHAG00000017565.1	GL856830.1	2810970	2859414		CDC27
ENSSHAG00000017566	ENSSHAG00000017566.1	GL864882.1	2811068	2812078		
ENSSHAG00000017567	ENSSHAG00000017567.1	GL841500.1	2813303	2833745		
ENSSHAG00000017568	ENSSHAG00000017568.1	GL867607.1	2814008	3003833		
ENSSHAG00000017569	ENSSHAG00000017569.1	GL834696.1	2814401	2816564		
ENSSHAG00000017570	ENSSHAG00000017570.1	GL834577.1	2814452	2820847		C5orf15
ENSSHAG00000017571	ENSSHAG00000017571.1	GL864893.1	2815802	2825158		
ENSSHAG00000017572	ENSSHAG00000017572.1	GL856812.1	2816678	2821697		
ENSSHAG00000017573	ENSSHAG00000017573.1	GL834451.1	2817161	2868723		MAPK8
ENSSHAG00000017574	ENSSHAG00000017574.1	GL834652.1	2818139	2871622		PRRC2B
ENSSHAG00000017575	ENSSHAG00000017575.1	GL834511.1	2818218	2846782		SHF
ENSSHAG00000017576	ENSSHAG00000017576.1	GL864851.1	2818514	2957372		RBM47
ENSSHAG00000017577	ENSSHAG00000017577.1	GL856963.1	2819076	2916503		LRP11
ENSSHAG00000017578	ENSSHAG00000017578.1	GL834625.1	2819336	2819821		
ENSSHAG00000017579	ENSSHAG00000017579.1	GL861608.1	2820770	2821645		
ENSSHAG00000017580	ENSSHAG00000017580.1	GL861705.1	2821901	2856608		TCAIM
ENSSHAG00000017581	ENSSHAG00000017581.1	GL834466.1	2822743	2985765		HOMER2
ENSSHAG00000017582	ENSSHAG00000017582.1	GL864893.1	2823123	2825115		KBTBD4
ENSSHAG00000017583	ENSSHAG00000017583.1	GL834539.1	2823947	2843133		
ENSSHAG00000017584	ENSSHAG00000017584.1	GL849679.1	2825369	2826664		
ENSSHAG00000017585	ENSSHAG00000017585.1	GL856812.1	2826606	2846772		PRR11
ENSSHAG00000017586	ENSSHAG00000017586.1	GL864893.1	2826919	2830433		NDUFS3
ENSSHAG00000017587	ENSSHAG00000017587.1	GL834668.1	2827080	2848021		ZFP64
ENSSHAG00000017588	ENSSHAG00000017588.1	GL861655.1	2827081	3126908		CHCHD3
ENSSHAG00000017589	ENSSHAG00000017589.1	GL849915.1	2827084	2849105		MFSD1
ENSSHAG00000017590	ENSSHAG00000017590.1	GL841583.1	2829378	2939888		RNF123
ENSSHAG00000017591	ENSSHAG00000017591.1	GL849604.1	2829893	2836289		
ENSSHAG00000017592	ENSSHAG00000017592.1	GL856832.1	2830317	2860164		FBF1
ENSSHAG00000017593	ENSSHAG00000017593.1	GL841183.1	2830938	2875510		GFM2
ENSSHAG00000017594	ENSSHAG00000017594.1	GL861670.1	2830978	2898365		RNF32
ENSSHAG00000017595	ENSSHAG00000017595.1	GL834423.1	2831074	2852313		
ENSSHAG00000017596	ENSSHAG00000017596.1	GL834710.1	2832879	2863357		AP3M2
ENSSHAG00000017597	ENSSHAG00000017597.1	GL864878.1	2833225	2953778		ABCC8
ENSSHAG00000017598	ENSSHAG00000017598.1	GL864893.1	2833377	2834282		FAM180B
ENSSHAG00000017599	ENSSHAG00000017599.1	GL841550.1	2834073	2839869		PKMYT1
ENSSHAG00000017600	ENSSHAG00000017600.1	GL834625.1	2834256	2835222		
ENSSHAG00000017601	ENSSHAG00000017601.1	GL856796.1	2834269	2844642		DESI2
ENSSHAG00000017602	ENSSHAG00000017602.1	GL849549.1	2834314	2925591		TAB3
ENSSHAG00000017603	ENSSHAG00000017603.1	GL864893.1	2836272	2838485		C1QTNF4
ENSSHAG00000017604	ENSSHAG00000017604.1	GL849904.1	2837160	2939919		PEX5L
ENSSHAG00000017605	ENSSHAG00000017605.1	GL841545.1	2837164	2887241		ANKS6
ENSSHAG00000017606	ENSSHAG00000017606.1	GL834625.1	2838192	2943645		PIGU
ENSSHAG00000017607	ENSSHAG00000017607.1	GL841539.1	2838576	2918202		
ENSSHAG00000017608	ENSSHAG00000017608.1	GL849632.1	2840493	2894391		
ENSSHAG00000017609	ENSSHAG00000017609.1	GL849885.1	2840784	2842572		
ENSSHAG00000017610	ENSSHAG00000017610.1	GL841550.1	2841485	2845042		
ENSSHAG00000017611	ENSSHAG00000017611.1	GL841600.1	2845504	2861774		
ENSSHAG00000017612	ENSSHAG00000017612.1	GL856812.1	2847336	2902788		SKA2
ENSSHAG00000017613	ENSSHAG00000017613.1	GL856786.1	2847469	2942840		TGFB2
ENSSHAG00000017614	ENSSHAG00000017614.1	GL861605.1	2847930	3415230		LARGE1
ENSSHAG00000017615	ENSSHAG00000017615.1	GL834539.1	2848294	2885554		ALKBH1
ENSSHAG00000017616	ENSSHAG00000017616.1	GL834659.1	2848419	2998106		ZBTB46
ENSSHAG00000017617	ENSSHAG00000017617.1	GL834461.1	2849317	2952238		HSPA12A
ENSSHAG00000017618	ENSSHAG00000017618.1	GL834628.1	2852313	2860182		
ENSSHAG00000017619	ENSSHAG00000017619.1	GL834651.1	2853150	2868023		WDR31
ENSSHAG00000017620	ENSSHAG00000017620.1	GL834717.1	2853232	2902435		PYGB
ENSSHAG00000017621	ENSSHAG00000017621.1	GL864880.1	2854529	2921819		TRIM66
ENSSHAG00000017622	ENSSHAG00000017622.1	GL864893.1	2855367	2871343		MTCH2
ENSSHAG00000017623	ENSSHAG00000017623.1	GL841500.1	2855955	2890557		COPS3
ENSSHAG00000017624	ENSSHAG00000017624.1	GL861682.1	2856103	2941183		KIAA1217
ENSSHAG00000017625	ENSSHAG00000017625.1	GL856995.1	2857805	2858731		
ENSSHAG00000017626	ENSSHAG00000017626.1	GL849592.1	2858073	2885404		TRIM42
ENSSHAG00000017627	ENSSHAG00000017627.1	GL841621.1	2858831	2866240		
ENSSHAG00000017628	ENSSHAG00000017628.1	GL841374.1	2858837	2902355		RRM2B
ENSSHAG00000017629	ENSSHAG00000017629.1	GL856888.1	2860044	2888908		ADGRF1
ENSSHAG00000017630	ENSSHAG00000017630.1	GL834417.1	2861936	2869391		CRABP1
ENSSHAG00000017631	ENSSHAG00000017631.1	GL834477.1	2862587	2885361		NR2F2
ENSSHAG00000017632	ENSSHAG00000017632.1	GL856895.1	2863748	3063516		LRRC1
ENSSHAG00000017633	ENSSHAG00000017633.1	GL856827.1	2863913	2926748		SRCIN1
ENSSHAG00000017634	ENSSHAG00000017634.1	GL834709.1	2864031	2886166		LETM2
ENSSHAG00000017635	ENSSHAG00000017635.1	GL849534.1	2865293	2962137		HSF2BP
ENSSHAG00000017636	ENSSHAG00000017636.1	GL861661.1	2866105	2908972		DENND11
ENSSHAG00000017637	ENSSHAG00000017637.1	GL834759.1	2867982	2882765		
ENSSHAG00000017638	ENSSHAG00000017638.1	GL861705.1	2868070	2936749		TOPAZ1
ENSSHAG00000017639	ENSSHAG00000017639.1	GL834710.1	2869173	2910332		PLAT
ENSSHAG00000017640	ENSSHAG00000017640.1	GL849782.1	2869589	2875837		ADPRHL2
ENSSHAG00000017641	ENSSHAG00000017641.1	GL864888.1	2871088	2894729		EIF3M
ENSSHAG00000017642	ENSSHAG00000017642.1	GL856887.1	2871118	2917108		
ENSSHAG00000017643	ENSSHAG00000017643.1	GL841295.1	2872067	2917150		NUP155
ENSSHAG00000017644	ENSSHAG00000017644.1	GL864865.1	2872117	3064557		LDB2
ENSSHAG00000017645	ENSSHAG00000017645.1	GL856988.1	2872162	2885411		TAF13
ENSSHAG00000017646	ENSSHAG00000017646.1	GL841600.1	2872589	2892958		
ENSSHAG00000017647	ENSSHAG00000017647.1	GL849782.1	2875884	2910859		COL8A2
ENSSHAG00000017648	ENSSHAG00000017648.1	GL834502.1	2876828	3008314		MYO5A
ENSSHAG00000017649	ENSSHAG00000017649.1	GL841486.1	2876923	2877486		
ENSSHAG00000017650	ENSSHAG00000017650.1	GL834651.1	2877596	2878168		RNF183
ENSSHAG00000017651	ENSSHAG00000017651.1	GL849907.1	2878018	2879724		
ENSSHAG00000017652	ENSSHAG00000017652.1	GL834652.1	2878627	2918422		POMT1
ENSSHAG00000017653	ENSSHAG00000017653.1	GL856806.1	2879024	2893575		
ENSSHAG00000017654	ENSSHAG00000017654.1	GL841183.1	2879682	2887455		NSA2
ENSSHAG00000017655	ENSSHAG00000017655.1	GL841401.1	2879689	2881401		JRK
ENSSHAG00000017656	ENSSHAG00000017656.1	GL856832.1	2879732	2884641		WBP2
ENSSHAG00000017657	ENSSHAG00000017657.1	GL857000.1	2879811	3011192		ASIC2
ENSSHAG00000017658	ENSSHAG00000017658.1	GL834651.1	2881107	2897880		PRPF4
ENSSHAG00000017659	ENSSHAG00000017659.1	GL834465.1	2881713	3200000		SH3PXD2A
ENSSHAG00000017660	ENSSHAG00000017660.1	GL864893.1	2883079	2933690		
ENSSHAG00000017661	ENSSHAG00000017661.1	GL841589.1	2883356	2888588		
ENSSHAG00000017662	ENSSHAG00000017662.1	GL849703.1	2885962	2889034		GSX1
ENSSHAG00000017663	ENSSHAG00000017663.1	GL849905.1	2886211	2887242		P2RY12
ENSSHAG00000017664	ENSSHAG00000017664.1	GL834603.1	2886523	2929525		DCTN4
ENSSHAG00000017665	ENSSHAG00000017665.1	GL856832.1	2888551	2908045		UNC13D
ENSSHAG00000017666	ENSSHAG00000017666.1	GL834709.1	2891342	2959932		FGFR1
ENSSHAG00000017667	ENSSHAG00000017667.1	GL849905.1	2895887	2896906		P2RY13
ENSSHAG00000017668	ENSSHAG00000017668.1	GL841366.1	2896697	2935391		DPY19L4
ENSSHAG00000017669	ENSSHAG00000017669.1	GL834670.1	2896881	2913984		SLC2A10
ENSSHAG00000017670	ENSSHAG00000017670.1	GL834671.1	2897777	2903497		ANKRD39
ENSSHAG00000017671	ENSSHAG00000017671.1	GL834646.1	2898326	2899468		
ENSSHAG00000017672	ENSSHAG00000017672.1	GL834651.1	2899757	2903721		CDC26
ENSSHAG00000017673	ENSSHAG00000017673.1	GL841540.1	2900539	2922002		UBQLN1
ENSSHAG00000017674	ENSSHAG00000017674.1	GL841500.1	2900565	2928650		NT5M
ENSSHAG00000017675	ENSSHAG00000017675.1	GL841621.1	2900584	2901837		
ENSSHAG00000017676	ENSSHAG00000017676.1	GL834451.1	2900905	3266681		ARHGAP22
ENSSHAG00000017677	ENSSHAG00000017677.1	GL856919.1	2901068	2978112		MAP3K7
ENSSHAG00000017678	ENSSHAG00000017678.1	GL861665.1	2901866	2947361		CUL1
ENSSHAG00000017679	ENSSHAG00000017679.1	GL856995.1	2903253	2904179		
ENSSHAG00000017680	ENSSHAG00000017680.1	GL834696.1	2903492	3125024		ARHGEF10
ENSSHAG00000017681	ENSSHAG00000017681.1	GL841183.1	2903514	2955142		FAM169A
ENSSHAG00000017682	ENSSHAG00000017682.1	GL864888.1	2904694	2909321		
ENSSHAG00000017683	ENSSHAG00000017683.1	GL834766.1	2905226	2987108		KLHDC4
ENSSHAG00000017684	ENSSHAG00000017684.1	GL849717.1	2905538	3001782		ANKRD42
ENSSHAG00000017685	ENSSHAG00000017685.1	GL834671.1	2905542	2909214		ANKRD23
ENSSHAG00000017686	ENSSHAG00000017686.1	GL841486.1	2905826	2906559		
ENSSHAG00000017687	ENSSHAG00000017687.1	GL834635.1	2906449	2986375		CNTRL
ENSSHAG00000017688	ENSSHAG00000017688.1	GL864845.1	2906685	2937642		SPATA18
ENSSHAG00000017689	ENSSHAG00000017689.1	GL834759.1	2906767	2909911		
ENSSHAG00000017690	ENSSHAG00000017690.1	GL834749.1	2909018	2916042		CLEC3A
ENSSHAG00000017691	ENSSHAG00000017691.1	GL849632.1	2909648	2941219		
ENSSHAG00000017692	ENSSHAG00000017692.1	GL834542.1	2909865	3039317		
ENSSHAG00000017693	ENSSHAG00000017693.1	GL849907.1	2911419	2915299		ZBTB38
ENSSHAG00000017694	ENSSHAG00000017694.1	GL849905.1	2912236	2934071		GPR87
ENSSHAG00000017695	ENSSHAG00000017695.1	GL841584.1	2912373	2979229		SLMAP
ENSSHAG00000017696	ENSSHAG00000017696.1	GL856832.1	2912647	2950237		UNK
ENSSHAG00000017697	ENSSHAG00000017697.1	GL834671.1	2912823	2935507		
ENSSHAG00000017698	ENSSHAG00000017698.1	GL856779.1	2913622	2959327		RASSF5
ENSSHAG00000017699	ENSSHAG00000017699.1	GL849679.1	2913779	2928042		ANKRD49
ENSSHAG00000017700	ENSSHAG00000017700.1	GL856988.1	2913948	2919821		C1orf194
ENSSHAG00000017701	ENSSHAG00000017701.1	GL841374.1	2914313	3083282		UBR5
ENSSHAG00000017702	ENSSHAG00000017702.1	GL861670.1	2915213	3059058		LMBR1
ENSSHAG00000017703	ENSSHAG00000017703.1	GL834652.1	2915598	2926580		UCK1
ENSSHAG00000017704	ENSSHAG00000017704.1	GL834713.1	2916528	2923352		DOK2
ENSSHAG00000017705	ENSSHAG00000017705.1	GL834417.1	2917047	2941196		WDR61
ENSSHAG00000017706	ENSSHAG00000017706.1	GL856883.1	2917353	2933275		UNC5CL
ENSSHAG00000017707	ENSSHAG00000017707.1	GL834472.1	2917883	2918402		
ENSSHAG00000017708	ENSSHAG00000017708.1	GL834759.1	2918413	2959023		TK2
ENSSHAG00000017709	ENSSHAG00000017709.1	GL841543.1	2919742	3056862		TLE4
ENSSHAG00000017710	ENSSHAG00000017710.1	GL856988.1	2920006	3030558		KIAA1324
ENSSHAG00000017711	ENSSHAG00000017711.1	GL834490.1	2921060	2947948		MNS1
ENSSHAG00000017712	ENSSHAG00000017712.1	GL841550.1	2921871	2937818		SRRM2
ENSSHAG00000017713	ENSSHAG00000017713.1	GL841569.1	2922718	2977161		
ENSSHAG00000017714	ENSSHAG00000017714.1	GL834651.1	2922813	2982959		FKBP15
ENSSHAG00000017715	ENSSHAG00000017715.1	GL841600.1	2923568	3011689		IQSEC1
ENSSHAG00000017716	ENSSHAG00000017716.1	GL841299.1	2924356	3005149		ATP8B1
ENSSHAG00000017717	ENSSHAG00000017717.1	GL841598.1	2925046	3022966		GRIP2
ENSSHAG00000017718	ENSSHAG00000017718.1	GL856745.1	2925926	2950043		DNASE2B
ENSSHAG00000017719	ENSSHAG00000017719.1	GL849652.1	2926372	2951564		COQ10B
ENSSHAG00000017720	ENSSHAG00000017720.1	GL834627.1	2926961	2987198		PLCG1
ENSSHAG00000017721	ENSSHAG00000017721.1	GL856995.1	2928804	2929766		
ENSSHAG00000017722	ENSSHAG00000017722.1	GL834453.1	2929860	2952460		CYP26A1
ENSSHAG00000017723	ENSSHAG00000017723.1	GL849782.1	2930823	2936845		TRAPPC3
ENSSHAG00000017724	ENSSHAG00000017724.1	GL841451.1	2931278	3121830		CCDC60
ENSSHAG00000017725	ENSSHAG00000017725.1	GL849868.1	2931947	2932869		
ENSSHAG00000017726	ENSSHAG00000017726.1	GL856827.1	2932304	2998496		ARHGAP23
ENSSHAG00000017727	ENSSHAG00000017727.1	GL856995.1	2932738	2933670		
ENSSHAG00000017728	ENSSHAG00000017728.1	GL856948.1	2932990	2970229		SAMD3
ENSSHAG00000017729	ENSSHAG00000017729.1	GL849679.1	2935773	2973364		MRE11
ENSSHAG00000017730	ENSSHAG00000017730.1	GL856850.1	2936251	2962679		PGS1
ENSSHAG00000017731	ENSSHAG00000017731.1	GL841550.1	2937871	2941095		ELOB
ENSSHAG00000017732	ENSSHAG00000017732.1	GL834715.1	2938728	2978372		ZNF395
ENSSHAG00000017733	ENSSHAG00000017733.1	GL841486.1	2939154	2939705		
ENSSHAG00000017734	ENSSHAG00000017734.1	GL834603.1	2939637	2958382		
ENSSHAG00000017735	ENSSHAG00000017735.1	GL834453.1	2941320	2953812		CYP26C1
ENSSHAG00000017736	ENSSHAG00000017736.1	GL841550.1	2942983	2949725		
ENSSHAG00000017737	ENSSHAG00000017737.1	GL849632.1	2943297	2994466		FASTKD1
ENSSHAG00000017738	ENSSHAG00000017738.1	GL834671.1	2943539	2998408		CNNM4
ENSSHAG00000017739	ENSSHAG00000017739.1	GL864845.1	2943943	2961444		SGCB
ENSSHAG00000017740	ENSSHAG00000017740.1	GL834417.1	2944858	2957788		DNAJA4
ENSSHAG00000017741	ENSSHAG00000017741.1	GL841386.1	2945226	2947063		
ENSSHAG00000017742	ENSSHAG00000017742.1	GL856830.1	2948438	2963649		MYL4
ENSSHAG00000017743	ENSSHAG00000017743.1	GL861665.1	2948734	3031215		EZH2
ENSSHAG00000017744	ENSSHAG00000017744.1	GL834652.1	2949235	3101452		RAPGEF1
ENSSHAG00000017745	ENSSHAG00000017745.1	GL856883.1	2950670	2956708		TSPO2
ENSSHAG00000017746	ENSSHAG00000017746.1	GL856745.1	2950804	2991814		
ENSSHAG00000017747	ENSSHAG00000017747.1	GL841583.1	2950999	3009452		IP6K1
ENSSHAG00000017748	ENSSHAG00000017748.1	GL841202.1	2951420	2951761		MRPL36
ENSSHAG00000017749	ENSSHAG00000017749.1	GL834490.1	2952907	3007924		TEX9
ENSSHAG00000017750	ENSSHAG00000017750.1	GL849652.1	2954211	2963595		HSPD1
ENSSHAG00000017751	ENSSHAG00000017751.1	GL864824.1	2955398	3015081		
ENSSHAG00000017752	ENSSHAG00000017752.1	GL864893.1	2955807	2980655		FNBP4
ENSSHAG00000017753	ENSSHAG00000017753.1	GL834453.1	2955896	3158038		EXOC6
ENSSHAG00000017754	ENSSHAG00000017754.1	GL841366.1	2955968	3028026		INTS8
ENSSHAG00000017755	ENSSHAG00000017755.1	GL841550.1	2956437	2989073		
ENSSHAG00000017756	ENSSHAG00000017756.1	GL856806.1	2958008	3022495		CAPN9
ENSSHAG00000017757	ENSSHAG00000017757.1	GL864878.1	2958858	2960060		KCNJ11
ENSSHAG00000017758	ENSSHAG00000017758.1	GL834654.1	2959521	3000269		OLFM1
ENSSHAG00000017759	ENSSHAG00000017759.1	GL856993.1	2959628	3003397		
ENSSHAG00000017760	ENSSHAG00000017760.1	GL856887.1	2959797	2961230		
ENSSHAG00000017761	ENSSHAG00000017761.1	GL834717.1	2960806	3012802		ENTPD6
ENSSHAG00000017762	ENSSHAG00000017762.1	GL834603.1	2960970	2967244		MYOZ3
ENSSHAG00000017763	ENSSHAG00000017763.1	GL841539.1	2961383	3221147		DNAI1
ENSSHAG00000017764	ENSSHAG00000017764.1	GL841295.1	2962189	2987863		
ENSSHAG00000017765	ENSSHAG00000017765.1	GL856970.1	2962238	2977379		
ENSSHAG00000017766	ENSSHAG00000017766.1	GL849885.1	2964260	2979394		CNMD
ENSSHAG00000017767	ENSSHAG00000017767.1	GL841401.1	2964532	2967072		
ENSSHAG00000017768	ENSSHAG00000017768.1	GL834461.1	2964779	2979687		
ENSSHAG00000017769	ENSSHAG00000017769.1	GL856779.1	2966102	2989038		
ENSSHAG00000017770	ENSSHAG00000017770.1	GL849652.1	2966576	2968807		HSPE1
ENSSHAG00000017771	ENSSHAG00000017771.1	GL856883.1	2967103	2984121		APOBEC2
ENSSHAG00000017772	ENSSHAG00000017772.1	GL849915.1	2968218	3005214		GFM1
ENSSHAG00000017773	ENSSHAG00000017773.1	GL864737.1	2971425	3002951		DLC1
ENSSHAG00000017774	ENSSHAG00000017774.1	GL834452.1	2971459	3006010		GOLGA7B
ENSSHAG00000017775	ENSSHAG00000017775.1	GL841586.1	2972788	2974245		
ENSSHAG00000017776	ENSSHAG00000017776.1	GL849627.1	2972815	2988443		GCG
ENSSHAG00000017777	ENSSHAG00000017777.1	GL834625.1	2973194	2975435		TP53INP2
ENSSHAG00000017778	ENSSHAG00000017778.1	GL864845.1	2973242	3011195		
ENSSHAG00000017779	ENSSHAG00000017779.1	GL841202.1	2973383	2993289		NDUFS6
ENSSHAG00000017780	ENSSHAG00000017780.1	GL834540.1	2974477	2978610		FOS
ENSSHAG00000017781	ENSSHAG00000017781.1	GL849910.1	2975088	3135600		EPHA4
ENSSHAG00000017782	ENSSHAG00000017782.1	GL861706.1	2976010	3007326		SNX10
ENSSHAG00000017783	ENSSHAG00000017783.1	GL834625.1	2980226	2992809		
ENSSHAG00000017784	ENSSHAG00000017784.1	GL864880.1	2980265	3028570		ST5
ENSSHAG00000017785	ENSSHAG00000017785.1	GL834603.1	2980478	3031222		SYNPO
ENSSHAG00000017786	ENSSHAG00000017786.1	GL841234.1	2980680	2987035		BCL2
ENSSHAG00000017787	ENSSHAG00000017787.1	GL849915.1	2982266	2987533		LXN
ENSSHAG00000017788	ENSSHAG00000017788.1	GL867608.1	2982734	3092938		BRWD3
ENSSHAG00000017789	ENSSHAG00000017789.1	GL849534.1	2982763	3047077		RRP1B
ENSSHAG00000017790	ENSSHAG00000017790.1	GL841401.1	2984469	2996728		
ENSSHAG00000017791	ENSSHAG00000017791.1	GL849896.1	2985953	3031744		LANCL1
ENSSHAG00000017792	ENSSHAG00000017792.1	GL864893.1	2986759	3027942		NUP160
ENSSHAG00000017793	ENSSHAG00000017793.1	GL856830.1	2987385	3056245		
ENSSHAG00000017794	ENSSHAG00000017794.1	GL834710.1	2987413	3062138		IKBKB
ENSSHAG00000017795	ENSSHAG00000017795.1	GL834651.1	2987817	2989094		
ENSSHAG00000017796	ENSSHAG00000017796.1	GL834461.1	2988508	3019446		PNLIPRP2
ENSSHAG00000017797	ENSSHAG00000017797.1	GL856832.1	2989384	2991436		GALK1
ENSSHAG00000017798	ENSSHAG00000017798.1	GL841540.1	2990161	3293976		FRMD3
ENSSHAG00000017799	ENSSHAG00000017799.1	GL841295.1	2990747	3072863		
ENSSHAG00000017800	ENSSHAG00000017800.1	GL834635.1	2990756	3003277		RAB14
ENSSHAG00000017801	ENSSHAG00000017801.1	GL856883.1	2991167	2995524		OARD1
ENSSHAG00000017802	ENSSHAG00000017802.1	GL856832.1	2991958	3028782		ITGB4
ENSSHAG00000017803	ENSSHAG00000017803.1	GL834609.1	2993006	2993368		
