CHROM,CONTIG,OFFSET,CONTIG.ALT
Chr5,Chr5_supercontig_000000813,289095992,GL862349.1
Chr5,Chr5_supercontig_000000814,289097870,GL862350.1
Chr5,Chr5_supercontig_000000815,289101564,GL862351.1
Chr5,Chr5_supercontig_000000816,289105676,GL862352.1
Chr5,Chr5_supercontig_000000817,289109673,GL862353.1
Chr5,Chr5_supercontig_000000818,289112304,GL862354.1
Chr5,Chr5_supercontig_000000819,289113814,GL862355.1
Chr5,Chr5_supercontig_000000820,289115380,GL862356.1
Chr5,Chr5_supercontig_000000821,289117430,GL862357.1
Chr5,Chr5_supercontig_000000822,289119340,GL862358.1
Chr5,Chr5_supercontig_000000823,289121779,GL862359.1
Chr5,Chr5_supercontig_000000824,289123620,GL862360.1
Chr5,Chr5_supercontig_000000825,289125260,GL862361.1
Chr5,Chr5_supercontig_000000826,289127845,GL862362.1
Chr5,Chr5_supercontig_000000827,289129511,GL862363.1
Chr5,Chr5_supercontig_000000828,289131316,GL862364.1
Chr5,Chr5_supercontig_000000829,289133007,GL862365.1
Chr5,Chr5_supercontig_000000830,289135614,GL862366.1
Chr5,Chr5_supercontig_000000831,289138691,GL862367.1
Chr5,Chr5_supercontig_000000832,289140899,GL862368.1
Chr5,Chr5_supercontig_000000833,289142474,GL862369.1
Chr5,Chr5_supercontig_000000834,289144055,GL862370.1
Chr5,Chr5_supercontig_000000835,289146037,GL862371.1
Chr5,Chr5_supercontig_000000836,289147790,GL862372.1
Chr5,Chr5_supercontig_000000837,289151101,GL862373.1
Chr5,Chr5_supercontig_000000838,289156945,GL862374.1
Chr5,Chr5_supercontig_000000839,289158506,GL862375.1
Chr5,Chr5_supercontig_000000840,289170540,GL862376.1
Chr5,Chr5_supercontig_000000841,289173124,GL862377.1
Chr5,Chr5_supercontig_000000842,289177602,GL862378.1
Chr5,Chr5_supercontig_000000843,289181393,GL862379.1
Chr5,Chr5_supercontig_000000844,289187820,GL862380.1
Chr5,Chr5_supercontig_000000845,289192150,GL862381.1
Chr5,Chr5_supercontig_000000846,289197628,GL862382.1
Chr5,Chr5_supercontig_000000847,289201489,GL862383.1
Chr5,Chr5_supercontig_000000848,289205929,GL862384.1
Chr5,Chr5_supercontig_000000849,289209273,GL862385.1
Chr5,Chr5_supercontig_000000850,289213190,GL862386.1
Chr5,Chr5_supercontig_000000851,289217191,GL862387.1
Chr5,Chr5_supercontig_000000852,289219539,GL862388.1
Chr5,Chr5_supercontig_000000853,289225478,GL862389.1
Chr5,Chr5_supercontig_000000854,289227028,GL862390.1
Chr5,Chr5_supercontig_000000855,289230554,GL862391.1
Chr5,Chr5_supercontig_000000856,289232855,GL862392.1
Chr5,Chr5_supercontig_000000857,289235328,GL862393.1
Chr5,Chr5_supercontig_000000858,289239224,GL862394.1
Chr5,Chr5_supercontig_000000859,289254696,GL862395.1
Chr5,Chr5_supercontig_000000860,289256359,GL862396.1
Chr5,Chr5_supercontig_000000861,289259279,GL862397.1
Chr5,Chr5_supercontig_000000862,289262576,GL862398.1
Chr5,Chr5_supercontig_000000863,289268248,GL862399.1
Chr5,Chr5_supercontig_000000864,289270041,GL862400.1
Chr5,Chr5_supercontig_000000865,289272260,GL862401.1
Chr5,Chr5_supercontig_000000866,289274717,GL862402.1
Chr5,Chr5_supercontig_000000867,289276530,GL862403.1
Chr5,Chr5_supercontig_000000868,289278335,GL862404.1
Chr5,Chr5_supercontig_000000869,289279930,GL862405.1
Chr5,Chr5_supercontig_000000870,289281592,GL862406.1
Chr5,Chr5_supercontig_000000871,289283261,GL862407.1
Chr5,Chr5_supercontig_000000872,289285030,GL862408.1
Chr5,Chr5_supercontig_000000873,289286855,GL862409.1
Chr5,Chr5_supercontig_000000874,289288434,GL862410.1
Chr5,Chr5_supercontig_000000875,289290090,GL862411.1
Chr5,Chr5_supercontig_000000876,289291826,GL862412.1
Chr5,Chr5_supercontig_000000877,289293687,GL862413.1
Chr5,Chr5_supercontig_000000878,289295664,GL862414.1
Chr5,Chr5_supercontig_000000879,289298543,GL862415.1
Chr5,Chr5_supercontig_000000880,289300738,GL862416.1
Chr5,Chr5_supercontig_000000881,289302616,GL862417.1
Chr5,Chr5_supercontig_000000882,289304194,GL862418.1
Chr5,Chr5_supercontig_000000883,289305942,GL862419.1
Chr5,Chr5_supercontig_000000884,289307837,GL862420.1
Chr5,Chr5_supercontig_000000885,289309892,GL862421.1
Chr5,Chr5_supercontig_000000886,289313316,GL862422.1
Chr5,Chr5_supercontig_000000887,289315099,GL862423.1
Chr5,Chr5_supercontig_000000888,289316912,GL862424.1
Chr5,Chr5_supercontig_000000889,289318446,GL862425.1
Chr5,Chr5_supercontig_000000890,289320772,GL862426.1
Chr5,Chr5_supercontig_000000891,289323029,GL862427.1
Chr5,Chr5_supercontig_000000892,289325394,GL862428.1
Chr5,Chr5_supercontig_000000893,289328599,GL862429.1
Chr5,Chr5_supercontig_000000894,289330921,GL862430.1
Chr5,Chr5_supercontig_000000895,289332586,GL862431.1
Chr5,Chr5_supercontig_000000896,289334859,GL862432.1
Chr5,Chr5_supercontig_000000897,289336417,GL862433.1
Chr5,Chr5_supercontig_000000898,289338998,GL862434.1
Chr5,Chr5_supercontig_000000899,289340945,GL862435.1
Chr5,Chr5_supercontig_000000900,289342814,GL862436.1
Chr5,Chr5_supercontig_000000901,289347699,GL862437.1
Chr5,Chr5_supercontig_000000902,289351639,GL862438.1
Chr5,Chr5_supercontig_000000903,289353591,GL862439.1
Chr5,Chr5_supercontig_000000904,289355602,GL862440.1
Chr5,Chr5_supercontig_000000905,289357183,GL862441.1
Chr5,Chr5_supercontig_000000906,289358806,GL862442.1
Chr5,Chr5_supercontig_000000907,289375902,GL862443.1
Chr5,Chr5_supercontig_000000908,289380778,GL862444.1
Chr5,Chr5_supercontig_000000909,289382346,GL862445.1
Chr5,Chr5_supercontig_000000910,289384081,GL862446.1
Chr5,Chr5_supercontig_000000911,289388024,GL862447.1
Chr5,Chr5_supercontig_000000912,289389598,GL862448.1
Chr5,Chr5_supercontig_000000913,289391315,GL862449.1
Chr5,Chr5_supercontig_000000914,289394393,GL862450.1
Chr5,Chr5_supercontig_000000915,289396496,GL862451.1
Chr5,Chr5_supercontig_000000916,289398588,GL862452.1
Chr5,Chr5_supercontig_000000917,289400451,GL862453.1
Chr5,Chr5_supercontig_000000918,289406238,GL862454.1
Chr5,Chr5_supercontig_000000919,289414690,GL862455.1
Chr5,Chr5_supercontig_000000920,289417682,GL862456.1
Chr5,Chr5_supercontig_000000921,289419450,GL862457.1
Chr5,Chr5_supercontig_000000922,289421155,GL862458.1
Chr5,Chr5_supercontig_000000923,289422780,GL862459.1
Chr5,Chr5_supercontig_000000924,289424569,GL862460.1
Chr5,Chr5_supercontig_000000925,289426666,GL862461.1
Chr5,Chr5_supercontig_000000926,289439055,GL862462.1
Chr5,Chr5_supercontig_000000927,289444867,GL862463.1
Chr5,Chr5_supercontig_000000928,289450088,GL862464.1
Chr5,Chr5_supercontig_000000929,289454022,GL862465.1
Chr5,Chr5_supercontig_000000930,289455997,GL862466.1
Chr5,Chr5_supercontig_000000931,289457678,GL862467.1
Chr5,Chr5_supercontig_000000932,289460461,GL862468.1
Chr5,Chr5_supercontig_000000933,289469305,GL862469.1
Chr5,Chr5_supercontig_000000934,289475381,GL862470.1
Chr5,Chr5_supercontig_000000935,289479290,GL862471.1
Chr5,Chr5_supercontig_000000936,289482805,GL862472.1
Chr5,Chr5_supercontig_000000937,289506815,GL862473.1
Chr5,Chr5_supercontig_000000938,289508908,GL862474.1
Chr5,Chr5_supercontig_000000939,289524686,GL862475.1
Chr5,Chr5_supercontig_000000940,289541382,GL862476.1
Chr5,Chr5_supercontig_000000941,289552778,GL862477.1
Chr5,Chr5_supercontig_000000942,289555973,GL862478.1
Chr5,Chr5_supercontig_000000943,289559388,GL862479.1
Chr5,Chr5_supercontig_000000944,289564752,GL862480.1
Chr5,Chr5_supercontig_000000945,289569446,GL862481.1
Chr5,Chr5_supercontig_000000946,289572227,GL862482.1
Chr5,Chr5_supercontig_000000947,289573972,GL862483.1
Chr5,Chr5_supercontig_000000948,289575895,GL862484.1
Chr5,Chr5_supercontig_000000949,289578628,GL862485.1
Chr5,Chr5_supercontig_000000950,289580461,GL862486.1
Chr5,Chr5_supercontig_000000951,289582570,GL862487.1
Chr5,Chr5_supercontig_000000952,289584680,GL862488.1
Chr5,Chr5_supercontig_000000953,289589640,GL862489.1
Chr5,Chr5_supercontig_000000954,289592649,GL862490.1
Chr5,Chr5_supercontig_000000955,289594862,GL862491.1
Chr5,Chr5_supercontig_000000956,289598340,GL862492.1
Chr5,Chr5_supercontig_000000957,289600136,GL862493.1
Chr5,Chr5_supercontig_000000958,289601842,GL862494.1
Chr5,Chr5_supercontig_000000959,289603742,GL862495.1
Chr5,Chr5_supercontig_000000960,289606728,GL862496.1
Chr5,Chr5_supercontig_000000961,289608816,GL862497.1
Chr5,Chr5_supercontig_000000962,289650867,GL862498.1
Chr5,Chr5_supercontig_000000963,289653588,GL862499.1
Chr5,Chr5_supercontig_000000964,289655151,GL862500.1
Chr5,Chr5_supercontig_000000965,289656835,GL862501.1
Chr5,Chr5_supercontig_000000966,289659237,GL862502.1
Chr5,Chr5_supercontig_000000967,289660768,GL862503.1
Chr5,Chr5_supercontig_000000968,289662619,GL862504.1
Chr5,Chr5_supercontig_000000969,289664219,GL862505.1
Chr5,Chr5_supercontig_000000970,289666842,GL862506.1
Chr5,Chr5_supercontig_000000971,289669503,GL862507.1
Chr5,Chr5_supercontig_000000972,289671223,GL862508.1
Chr5,Chr5_supercontig_000000973,289672968,GL862509.1
Chr5,Chr5_supercontig_000000974,289674539,GL862510.1
Chr5,Chr5_supercontig_000000975,289676198,GL862511.1
Chr5,Chr5_supercontig_000000976,289678336,GL862512.1
Chr5,Chr5_supercontig_000000977,289680618,GL862513.1
Chr5,Chr5_supercontig_000000978,289684048,GL862514.1
Chr5,Chr5_supercontig_000000979,289685889,GL862515.1
Chr5,Chr5_supercontig_000000980,289688583,GL862516.1
Chr5,Chr5_supercontig_000000981,289712907,GL862517.1
Chr5,Chr5_supercontig_000000982,289714421,GL862518.1
Chr5,Chr5_supercontig_000000983,289717688,GL862519.1
Chr5,Chr5_supercontig_000000984,289719548,GL862520.1
Chr5,Chr5_supercontig_000000985,289723188,GL862521.1
Chr5,Chr5_supercontig_000000986,289725613,GL862522.1
Chr5,Chr5_supercontig_000000987,289727365,GL862523.1
Chr5,Chr5_supercontig_000000988,289729677,GL862524.1
Chr5,Chr5_supercontig_000000989,289731220,GL862525.1
Chr5,Chr5_supercontig_000000990,289734419,GL862526.1
Chr5,Chr5_supercontig_000000991,289738553,GL862527.1
Chr5,Chr5_supercontig_000000992,289740163,GL862528.1
Chr5,Chr5_supercontig_000000993,289741847,GL862529.1
Chr5,Chr5_supercontig_000000994,289743514,GL862530.1
Chr5,Chr5_supercontig_000000995,289745837,GL862531.1
Chr5,Chr5_supercontig_000000996,289747684,GL862532.1
Chr5,Chr5_supercontig_000000997,289749361,GL862533.1
Chr5,Chr5_supercontig_000000998,289752199,GL862534.1
Chr5,Chr5_supercontig_000000999,289754357,GL862535.1
Chr5,Chr5_supercontig_000001000,289756158,GL862536.1
Chr5,Chr5_supercontig_000001001,289758251,GL862537.1
Chr5,Chr5_supercontig_000001002,289759981,GL862538.1
Chr5,Chr5_supercontig_000001003,289761896,GL862539.1
Chr5,Chr5_supercontig_000001004,289764007,GL862540.1
Chr5,Chr5_supercontig_000001005,289767974,GL862541.1
Chr5,Chr5_supercontig_000001006,289770581,GL862542.1
Chr5,Chr5_supercontig_000001007,289772931,GL862543.1
Chr5,Chr5_supercontig_000001008,289774487,GL862544.1
Chr5,Chr5_supercontig_000001009,289776276,GL862545.1
Chr5,Chr5_supercontig_000001010,289777810,GL862546.1
Chr5,Chr5_supercontig_000001011,289779393,GL862547.1
Chr5,Chr5_supercontig_000001012,289781105,GL862548.1
Chr5,Chr5_supercontig_000001013,289788725,GL862549.1
Chr5,Chr5_supercontig_000001014,289792006,GL862550.1
Chr5,Chr5_supercontig_000001015,289793570,GL862551.1
Chr5,Chr5_supercontig_000001016,289798219,GL862552.1
Chr5,Chr5_supercontig_000001017,289799757,GL862553.1
Chr5,Chr5_supercontig_000001018,289801498,GL862554.1
Chr5,Chr5_supercontig_000001019,289803530,GL862555.1
Chr5,Chr5_supercontig_000001020,289809420,GL862556.1
Chr5,Chr5_supercontig_000001021,289811165,GL862557.1
Chr5,Chr5_supercontig_000001022,289812769,GL862558.1
Chr5,Chr5_supercontig_000001023,289816185,GL862559.1
Chr5,Chr5_supercontig_000001024,289818139,GL862560.1
Chr5,Chr5_supercontig_000001025,289820055,GL862561.1
Chr5,Chr5_supercontig_000001026,289824712,GL862562.1
Chr5,Chr5_supercontig_000001027,289826805,GL862563.1
Chr5,Chr5_supercontig_000001028,289830121,GL862564.1
Chr5,Chr5_supercontig_000001029,289831717,GL862565.1
Chr5,Chr5_supercontig_000001030,289833430,GL862566.1
Chr5,Chr5_supercontig_000001031,289844838,GL862567.1
Chr5,Chr5_supercontig_000001032,289856277,GL862568.1
Chr5,Chr5_supercontig_000001033,289860204,GL862569.1
Chr5,Chr5_supercontig_000001034,289864173,GL862570.1
Chr5,Chr5_supercontig_000001035,289865949,GL862571.1
Chr5,Chr5_supercontig_000001036,289868182,GL862572.1
Chr5,Chr5_supercontig_000001037,289870116,GL862573.1
Chr5,Chr5_supercontig_000001038,289874649,GL862574.1
Chr5,Chr5_supercontig_000001039,289876949,GL862575.1
Chr5,Chr5_supercontig_000001040,289879911,GL862576.1
Chr5,Chr5_supercontig_000001041,289882043,GL862577.1
Chr5,Chr5_supercontig_000001042,289887209,GL862578.1
Chr5,Chr5_supercontig_000001043,289889102,GL862579.1
Chr5,Chr5_supercontig_000001044,289894673,GL862580.1
Chr5,Chr5_supercontig_000001045,289896725,GL862581.1
Chr5,Chr5_supercontig_000001046,289899415,GL862582.1
Chr5,Chr5_supercontig_000001047,289901721,GL862583.1
Chr5,Chr5_supercontig_000001048,289904534,GL862584.1
Chr5,Chr5_supercontig_000001049,289907146,GL862585.1
Chr5,Chr5_supercontig_000001050,289909762,GL862586.1
Chr5,Chr5_supercontig_000001051,289912147,GL862587.1
Chr5,Chr5_supercontig_000001052,289913733,GL862588.1
Chr5,Chr5_supercontig_000001053,289915270,GL862589.1
Chr5,Chr5_supercontig_000001054,289918321,GL862590.1
Chr5,Chr5_supercontig_000001055,289920452,GL862591.1
Chr5,Chr5_supercontig_000001056,289922764,GL862592.1
Chr5,Chr5_supercontig_000001057,289924900,GL862593.1
Chr5,Chr5_supercontig_000001058,289926436,GL862594.1
Chr5,Chr5_supercontig_000001059,289928076,GL862595.1
Chr5,Chr5_supercontig_000001060,289940540,GL862596.1
Chr5,Chr5_supercontig_000001061,289942680,GL862597.1
Chr5,Chr5_supercontig_000001062,289945841,GL862598.1
Chr5,Chr5_supercontig_000001063,289948892,GL862599.1
Chr5,Chr5_supercontig_000001064,289951883,GL862600.1
Chr5,Chr5_supercontig_000001065,289954115,GL862601.1
Chr5,Chr5_supercontig_000001066,289957118,GL862602.1
Chr5,Chr5_supercontig_000001067,289958914,GL862603.1
Chr5,Chr5_supercontig_000001068,289961786,GL862604.1
Chr5,Chr5_supercontig_000001069,289963990,GL862605.1
Chr5,Chr5_supercontig_000001070,289965983,GL862606.1
Chr5,Chr5_supercontig_000001071,289969801,GL862607.1
Chr5,Chr5_supercontig_000001072,289971865,GL862608.1
Chr5,Chr5_supercontig_000001073,289974079,GL862609.1
Chr5,Chr5_supercontig_000001074,289976594,GL862610.1
Chr5,Chr5_supercontig_000001075,289979117,GL862611.1
Chr5,Chr5_supercontig_000001076,289980806,GL862612.1
Chr5,Chr5_supercontig_000001077,289982790,GL862613.1
Chr5,Chr5_supercontig_000001078,289985092,GL862614.1
Chr5,Chr5_supercontig_000001079,289986693,GL862615.1
Chr5,Chr5_supercontig_000001080,289988522,GL862616.1
Chr5,Chr5_supercontig_000001081,289990281,GL862617.1
Chr5,Chr5_supercontig_000001082,289992394,GL862618.1
Chr5,Chr5_supercontig_000001083,289994170,GL862619.1
Chr5,Chr5_supercontig_000001084,289997297,GL862620.1
Chr5,Chr5_supercontig_000001085,289998958,GL862621.1
Chr5,Chr5_supercontig_000001086,290000568,GL862622.1
Chr5,Chr5_supercontig_000001087,290002597,GL862623.1
Chr5,Chr5_supercontig_000001088,290004158,GL862624.1
Chr5,Chr5_supercontig_000001089,290048502,GL862625.1
Chr5,Chr5_supercontig_000001090,290051215,GL862626.1
Chr5,Chr5_supercontig_000001091,290060007,GL862627.1
Chr5,Chr5_supercontig_000001092,290071285,GL862628.1
Chr5,Chr5_supercontig_000001093,290072955,GL862629.1
Chr5,Chr5_supercontig_000001094,290075002,GL862630.1
Chr5,Chr5_supercontig_000001095,290076756,GL862631.1
Chr5,Chr5_supercontig_000001096,290080193,GL862632.1
Chr5,Chr5_supercontig_000001097,290082232,GL862633.1
Chr5,Chr5_supercontig_000001098,290084167,GL862634.1
Chr5,Chr5_supercontig_000001099,290087503,GL862635.1
Chr5,Chr5_supercontig_000001100,290089033,GL862636.1
Chr5,Chr5_supercontig_000001101,290091154,GL862637.1
Chr5,Chr5_supercontig_000001102,290093279,GL862638.1
Chr5,Chr5_supercontig_000001103,290099222,GL862639.1
Chr5,Chr5_supercontig_000001104,290101456,GL862640.1
Chr5,Chr5_supercontig_000001105,290103089,GL862641.1
Chr5,Chr5_supercontig_000001106,290108770,GL862642.1
Chr5,Chr5_supercontig_000001107,290110831,GL862643.1
Chr5,Chr5_supercontig_000001108,290113322,GL862644.1
Chr5,Chr5_supercontig_000001109,290115570,GL862645.1
Chr5,Chr5_supercontig_000001110,290118196,GL862646.1
Chr5,Chr5_supercontig_000001111,290121632,GL862647.1
Chr5,Chr5_supercontig_000001112,290123581,GL862648.1
Chr5,Chr5_supercontig_000001113,290125115,GL862649.1
Chr5,Chr5_supercontig_000001114,290127080,GL862650.1
Chr5,Chr5_supercontig_000001115,290130210,GL862651.1
Chr5,Chr5_supercontig_000001116,290135432,GL862652.1
Chr5,Chr5_supercontig_000001117,290147427,GL862653.1
Chr5,Chr5_supercontig_000001118,290150092,GL862654.1
Chr5,Chr5_supercontig_000001119,290152030,GL862655.1
Chr5,Chr5_supercontig_000001120,290161919,GL862656.1
Chr5,Chr5_supercontig_000001121,290166027,GL862657.1
Chr5,Chr5_supercontig_000001122,290168121,GL862658.1
Chr5,Chr5_supercontig_000001123,290171059,GL862659.1
Chr5,Chr5_supercontig_000001124,290173509,GL862660.1
Chr5,Chr5_supercontig_000001125,290175268,GL862661.1
Chr5,Chr5_supercontig_000001126,290177088,GL862662.1
Chr5,Chr5_supercontig_000001127,290179635,GL862663.1
Chr5,Chr5_supercontig_000001128,290181457,GL862664.1
Chr5,Chr5_supercontig_000001129,290184911,GL862665.1
Chr5,Chr5_supercontig_000001130,290191563,GL862666.1
Chr5,Chr5_supercontig_000001131,290194783,GL862667.1
Chr5,Chr5_supercontig_000001132,290196873,GL862668.1
Chr5,Chr5_supercontig_000001133,290201589,GL862669.1
Chr5,Chr5_supercontig_000001134,290203557,GL862670.1
Chr5,Chr5_supercontig_000001135,290205626,GL862671.1
Chr5,Chr5_supercontig_000001136,290209248,GL862672.1
Chr5,Chr5_supercontig_000001137,290211191,GL862673.1
Chr5,Chr5_supercontig_000001138,290222805,GL862674.1
Chr5,Chr5_supercontig_000001139,290224479,GL862675.1
Chr5,Chr5_supercontig_000001140,290228103,GL862676.1
Chr5,Chr5_supercontig_000001141,290231477,GL862677.1
Chr5,Chr5_supercontig_000001142,290234471,GL862678.1
Chr5,Chr5_supercontig_000001143,290237999,GL862679.1
Chr5,Chr5_supercontig_000001144,290240582,GL862680.1
Chr5,Chr5_supercontig_000001145,290242863,GL862681.1
Chr5,Chr5_supercontig_000001146,290245206,GL862682.1
Chr5,Chr5_supercontig_000001147,290247381,GL862683.1
Chr5,Chr5_supercontig_000001148,290249500,GL862684.1
Chr5,Chr5_supercontig_000001149,290251306,GL862685.1
Chr5,Chr5_supercontig_000001150,290253518,GL862686.1
Chr5,Chr5_supercontig_000001151,290255438,GL862687.1
Chr5,Chr5_supercontig_000001152,290258948,GL862688.1
Chr5,Chr5_supercontig_000001153,290261062,GL862689.1
Chr5,Chr5_supercontig_000001154,290265503,GL862690.1
Chr5,Chr5_supercontig_000001155,290269434,GL862691.1
Chr5,Chr5_supercontig_000001156,290274965,GL862692.1
Chr5,Chr5_supercontig_000001157,290279944,GL862693.1
Chr5,Chr5_supercontig_000001158,290294003,GL862694.1
Chr5,Chr5_supercontig_000001159,290296322,GL862695.1
Chr5,Chr5_supercontig_000001160,290297930,GL862696.1
Chr5,Chr5_supercontig_000001161,290300357,GL862697.1
Chr5,Chr5_supercontig_000001162,290303035,GL862698.1
Chr5,Chr5_supercontig_000001163,290305912,GL862699.1
Chr5,Chr5_supercontig_000001164,290311660,GL862700.1
Chr5,Chr5_supercontig_000001165,290314472,GL862701.1
Chr5,Chr5_supercontig_000001166,290318493,GL862702.1
Chr5,Chr5_supercontig_000001167,290320355,GL862703.1
Chr5,Chr5_supercontig_000001168,290323453,GL862704.1
Chr5,Chr5_supercontig_000001169,290329048,GL862705.1
Chr5,Chr5_supercontig_000001170,290342862,GL862706.1
Chr5,Chr5_supercontig_000001171,290344877,GL862707.1
Chr5,Chr5_supercontig_000001172,290346777,GL862708.1
Chr5,Chr5_supercontig_000001173,290349609,GL862709.1
Chr5,Chr5_supercontig_000001174,290352860,GL862710.1
Chr5,Chr5_supercontig_000001175,290356595,GL862711.1
Chr5,Chr5_supercontig_000001176,290358211,GL862712.1
Chr5,Chr5_supercontig_000001177,290360366,GL862713.1
Chr5,Chr5_supercontig_000001178,290362594,GL862714.1
Chr5,Chr5_supercontig_000001179,290384064,GL862715.1
Chr5,Chr5_supercontig_000001180,290387039,GL862716.1
Chr5,Chr5_supercontig_000001181,290389226,GL862717.1
Chr5,Chr5_supercontig_000001182,290391369,GL862718.1
Chr5,Chr5_supercontig_000001183,290394094,GL862719.1
Chr5,Chr5_supercontig_000001184,290397377,GL862720.1
Chr5,Chr5_supercontig_000001185,290408396,GL862721.1
Chr5,Chr5_supercontig_000001186,290410531,GL862722.1
Chr5,Chr5_supercontig_000001187,290413903,GL862723.1
Chr5,Chr5_supercontig_000001188,290415628,GL862724.1
Chr5,Chr5_supercontig_000001189,290420030,GL862725.1
Chr5,Chr5_supercontig_000001190,290421584,GL862726.1
Chr5,Chr5_supercontig_000001191,290426648,GL862727.1
Chr5,Chr5_supercontig_000001192,290428217,GL862728.1
Chr5,Chr5_supercontig_000001193,290430106,GL862729.1
Chr5,Chr5_supercontig_000001194,290432150,GL862730.1
Chr5,Chr5_supercontig_000001195,290436038,GL862731.1
Chr5,Chr5_supercontig_000001196,290440140,GL862732.1
Chr5,Chr5_supercontig_000001197,290441962,GL862733.1
Chr5,Chr5_supercontig_000001198,290447937,GL862734.1
Chr5,Chr5_supercontig_000001199,290450272,GL862735.1
Chr5,Chr5_supercontig_000001200,290456656,GL862736.1
Chr5,Chr5_supercontig_000001201,290458576,GL862737.1
Chr5,Chr5_supercontig_000001202,290463316,GL862738.1
Chr5,Chr5_supercontig_000001203,290465190,GL862739.1
Chr5,Chr5_supercontig_000001204,290466865,GL862740.1
Chr5,Chr5_supercontig_000001205,290468864,GL862741.1
Chr5,Chr5_supercontig_000001206,290471317,GL862742.1
Chr5,Chr5_supercontig_000001207,290473087,GL862743.1
Chr5,Chr5_supercontig_000001208,290476279,GL862744.1
Chr5,Chr5_supercontig_000001209,290477894,GL862745.1
Chr5,Chr5_supercontig_000001210,290480473,GL862746.1
Chr5,Chr5_supercontig_000001211,290491787,GL862747.1
Chr5,Chr5_supercontig_000001212,290496885,GL862748.1
Chr5,Chr5_supercontig_000001213,290498813,GL862749.1
Chr5,Chr5_supercontig_000001214,290500864,GL862750.1
Chr5,Chr5_supercontig_000001215,290502850,GL862751.1
Chr5,Chr5_supercontig_000001216,290511062,GL862752.1
Chr5,Chr5_supercontig_000001217,290512926,GL862753.1
Chr5,Chr5_supercontig_000001218,290517064,GL862754.1
Chr5,Chr5_supercontig_000001219,290518828,GL862755.1
Chr5,Chr5_supercontig_000001220,290525246,GL862756.1
Chr5,Chr5_supercontig_000001221,290530539,GL862757.1
Chr5,Chr5_supercontig_000001222,290540199,GL862758.1
Chr5,Chr5_supercontig_000001223,290542509,GL862759.1
Chr5,Chr5_supercontig_000001224,290547618,GL862760.1
Chr5,Chr5_supercontig_000001225,290550189,GL862761.1
Chr5,Chr5_supercontig_000001226,290554864,GL862762.1
Chr5,Chr5_supercontig_000001227,290557935,GL862763.1
Chr5,Chr5_supercontig_000001228,290559887,GL862764.1
Chr5,Chr5_supercontig_000001229,290562772,GL862765.1
Chr5,Chr5_supercontig_000001230,290564344,GL862766.1
Chr5,Chr5_supercontig_000001231,290566048,GL862767.1
Chr5,Chr5_supercontig_000001232,290567955,GL862768.1
Chr5,Chr5_supercontig_000001233,290570821,GL862769.1
Chr5,Chr5_supercontig_000001234,290572451,GL862770.1
Chr5,Chr5_supercontig_000001235,290584806,GL862771.1
Chr5,Chr5_supercontig_000001236,290597022,GL862772.1
Chr5,Chr5_supercontig_000001237,290598642,GL862773.1
Chr5,Chr5_supercontig_000001238,290613069,GL862774.1
Chr5,Chr5_supercontig_000001239,290615943,GL862775.1
Chr5,Chr5_supercontig_000001240,290618191,GL862776.1
Chr5,Chr5_supercontig_000001241,290619777,GL862777.1
Chr5,Chr5_supercontig_000001242,290622123,GL862778.1
Chr5,Chr5_supercontig_000001243,290623959,GL862779.1
Chr5,Chr5_supercontig_000001244,290625778,GL862780.1
Chr5,Chr5_supercontig_000001245,290627639,GL862781.1
Chr5,Chr5_supercontig_000001246,290631616,GL862782.1
Chr5,Chr5_supercontig_000001247,290634241,GL862783.1
Chr5,Chr5_supercontig_000001248,290636466,GL862784.1
Chr5,Chr5_supercontig_000001249,290638241,GL862785.1
Chr5,Chr5_supercontig_000001250,290661066,GL862786.1
Chr5,Chr5_supercontig_000001251,290667316,GL862787.1
Chr5,Chr5_supercontig_000001252,290669187,GL862788.1
Chr5,Chr5_supercontig_000001253,290671361,GL862789.1
Chr5,Chr5_supercontig_000001254,290674683,GL862790.1
Chr5,Chr5_supercontig_000001255,290677637,GL862791.1
Chr5,Chr5_supercontig_000001256,290679503,GL862792.1
Chr5,Chr5_supercontig_000001257,290681130,GL862793.1
Chr5,Chr5_supercontig_000001258,290684110,GL862794.1
Chr5,Chr5_supercontig_000001259,290691721,GL862795.1
Chr5,Chr5_supercontig_000001260,290694157,GL862796.1
Chr5,Chr5_supercontig_000001261,290695753,GL862797.1
Chr5,Chr5_supercontig_000001262,290697310,GL862798.1
Chr5,Chr5_supercontig_000001263,290700217,GL862799.1
Chr5,Chr5_supercontig_000001264,290702493,GL862800.1
Chr5,Chr5_supercontig_000001265,290704345,GL862801.1
Chr5,Chr5_supercontig_000001266,290705863,GL862802.1
Chr5,Chr5_supercontig_000001267,290707700,GL862803.1
Chr5,Chr5_supercontig_000001268,290709310,GL862804.1
Chr5,Chr5_supercontig_000001269,290711354,GL862805.1
Chr5,Chr5_supercontig_000001270,290714046,GL862806.1
Chr5,Chr5_supercontig_000001271,290715863,GL862807.1
Chr5,Chr5_supercontig_000001272,290724522,GL862808.1
Chr5,Chr5_supercontig_000001273,290727371,GL862809.1
Chr5,Chr5_supercontig_000001274,290728921,GL862810.1
Chr5,Chr5_supercontig_000001275,290730672,GL862811.1
Chr5,Chr5_supercontig_000001276,290732760,GL862812.1
Chr5,Chr5_supercontig_000001277,290734393,GL862813.1
