Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Opossum gene name	Opossum gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSSHAG00000015085	ENSSHAG00000015085.1	ENSSHAT00000017914	ENSSHAT00000017914.1	KCNJ8	ENSMODG00000049086	KCNJ8	GL861608.1	1681342	1689741
ENSSHAG00000015086	ENSSHAG00000015086.1	ENSSHAT00000017915	ENSSHAT00000017915.1	CYTH4	ENSMODG00000000621	CYTH4	GL861606.1	1681364	1721933
ENSSHAG00000015086	ENSSHAG00000015086.1	ENSSHAT00000017916	ENSSHAT00000017916.1	CYTH4	ENSMODG00000000621	CYTH4	GL861606.1	1681364	1721933
ENSSHAG00000015087	ENSSHAG00000015087.1	ENSSHAT00000017917	ENSSHAT00000017917.1	IBA57	ENSMODG00000051147	IBA57	GL841580.1	1681807	1698535
ENSSHAG00000015088	ENSSHAG00000015088.1	ENSSHAT00000017918	ENSSHAT00000017918.1	RPS3A	ENSMODG00000000969		GL864819.1	1681865	1685648
ENSSHAG00000015089	ENSSHAG00000015089.1	ENSSHAT00000017919	ENSSHAT00000017919.1	LAYN	ENSMODG00000014493	LAYN	GL849661.1	1682685	1707819
ENSSHAG00000015090	ENSSHAG00000015090.1	ENSSHAT00000017920	ENSSHAT00000017920.1	MBD2	ENSMODG00000011041		GL849892.1	1682771	1683373
ENSSHAG00000015091	ENSSHAG00000015091.1	ENSSHAT00000017921	ENSSHAT00000017921.1				GL849906.1	1682925	1689905
ENSSHAG00000015092	ENSSHAG00000015092.1	ENSSHAT00000017922	ENSSHAT00000017922.1	CUBN	ENSMODG00000009905		GL861686.1	1683111	1809531
ENSSHAG00000015093	ENSSHAG00000015093.1	ENSSHAT00000017923	ENSSHAT00000017923.1		ENSMODG00000018357	NT5E	GL856917.1	1684160	1764296
ENSSHAG00000015093	ENSSHAG00000015093.1	ENSSHAT00000017923	ENSSHAT00000017923.1		ENSMODG00000042352	NT5E	GL856917.1	1684160	1764296
ENSSHAG00000015094	ENSSHAG00000015094.1	ENSSHAT00000017924	ENSSHAT00000017924.1	NLRC3	ENSMODG00000016414	NLRC3	GL841550.1	1684449	1753048
ENSSHAG00000015094	ENSSHAG00000015094.1	ENSSHAT00000017925	ENSSHAT00000017925.1	NLRC3	ENSMODG00000016414	NLRC3	GL841550.1	1684449	1753048
ENSSHAG00000015095	ENSSHAG00000015095.1	ENSSHAT00000017926	ENSSHAT00000017926.1	TMED9	ENSMODG00000046290	TMED9	GL834624.1	1684618	1686813
ENSSHAG00000015096	ENSSHAG00000015096.1	ENSSHAT00000017927	ENSSHAT00000017927.1	EVC	ENSMODG00000001731	EVC	GL864869.1	1685140	1794190
ENSSHAG00000015097	ENSSHAG00000015097.1	ENSSHAT00000017928	ENSSHAT00000017928.1	C14orf39	ENSMODG00000025739		GL841141.1	1685582	1722338
ENSSHAG00000015098	ENSSHAG00000015098.1	ENSSHAT00000017929	ENSSHAT00000017929.1	PHYH	ENSMODG00000016858	PHYH	GL861628.1	1685586	1702425
ENSSHAG00000015099	ENSSHAG00000015099.1	ENSSHAT00000017930	ENSSHAT00000017930.1	AJAP1	ENSMODG00000006438	AJAP1	GL849764.1	1685779	1858772
ENSSHAG00000015099	ENSSHAG00000015099.1	ENSSHAT00000017931	ENSSHAT00000017931.1	AJAP1	ENSMODG00000006438	AJAP1	GL849764.1	1685779	1858772
ENSSHAG00000015100	ENSSHAG00000015100.1	ENSSHAT00000017932	ENSSHAT00000017932.1	CEP152	ENSMODG00000002582	CEP152	GL834501.1	1685932	1763043
ENSSHAG00000015101	ENSSHAG00000015101.1	ENSSHAT00000017933	ENSSHAT00000017933.1	PLAGL1	ENSMODG00000017250	PLAGL1	GL856960.1	1685967	1702515
ENSSHAG00000015102	ENSSHAG00000015102.1	ENSSHAT00000017934	ENSSHAT00000017934.1				GL834744.1	1686114	1686383
ENSSHAG00000015103	ENSSHAG00000015103.1	ENSSHAT00000017935	ENSSHAT00000017935.1	FAM3C	ENSMODG00000039929		GL861650.1	1686524	1732173
ENSSHAG00000015104	ENSSHAG00000015104.1	ENSSHAT00000017936	ENSSHAT00000017936.1	PDK3	ENSMODG00000007427	PDK3	GL849555.1	1686618	1743606
ENSSHAG00000015105	ENSSHAG00000015105.1	ENSSHAT00000017937	ENSSHAT00000017937.1				GL834749.1	1687259	1688091
ENSSHAG00000015106	ENSSHAG00000015106.1	ENSSHAT00000017938	ENSSHAT00000017938.1	MLLT10	ENSMODG00000009138	MLLT10	GL861683.1	1688201	1839257
ENSSHAG00000015106	ENSSHAG00000015106.1	ENSSHAT00000017939	ENSSHAT00000017939.1	MLLT10	ENSMODG00000009138	MLLT10	GL861683.1	1688201	1839257
ENSSHAG00000015107	ENSSHAG00000015107.1	ENSSHAT00000017940	ENSSHAT00000017940.1		ENSMODG00000006903	DOCK1	GL834427.1	1689382	2104893
ENSSHAG00000015108	ENSSHAG00000015108.1	ENSSHAT00000017941	ENSSHAT00000017941.1	RPUSD2	ENSMODG00000000300	RPUSD2	GL834508.1	1689560	1693991
ENSSHAG00000015109	ENSSHAG00000015109.1	ENSSHAT00000017942	ENSSHAT00000017942.1	RAB19	ENSMODG00000013653	RAB19	GL861661.1	1689809	1711348
ENSSHAG00000015110	ENSSHAG00000015110.1	ENSSHAT00000017943	ENSSHAT00000017943.1	SLC2A1	ENSMODG00000017148	SLC2A1	GL849787.1	1689892	1711934
ENSSHAG00000015111	ENSSHAG00000015111.1	ENSSHAT00000017944	ENSSHAT00000017944.1	BCAP31	ENSMODG00000008300		GL849632.1	1690042	1690692
ENSSHAG00000015112	ENSSHAG00000015112.1	ENSSHAT00000017945	ENSSHAT00000017945.1		ENSMODG00000038136	ZFAND6	GL834469.1	1690144	1706136
ENSSHAG00000015112	ENSSHAG00000015112.1	ENSSHAT00000017946	ENSSHAT00000017946.1		ENSMODG00000038136	ZFAND6	GL834469.1	1690144	1706136
ENSSHAG00000015112	ENSSHAG00000015112.1	ENSSHAT00000017945	ENSSHAT00000017945.1		ENSMODG00000019428	ZFAND6	GL834469.1	1690144	1706136
ENSSHAG00000015112	ENSSHAG00000015112.1	ENSSHAT00000017946	ENSSHAT00000017946.1		ENSMODG00000019428	ZFAND6	GL834469.1	1690144	1706136
ENSSHAG00000015113	ENSSHAG00000015113.1	ENSSHAT00000017947	ENSSHAT00000017947.1	NRP1	ENSMODG00000007439	NRP1	GL861678.1	1690144	1866679
ENSSHAG00000015114	ENSSHAG00000015114.1	ENSSHAT00000017948	ENSSHAT00000017948.1	ASB5	ENSMODG00000003766	ASB5	GL864793.1	1690379	1775785
ENSSHAG00000015115	ENSSHAG00000015115.1	ENSSHAT00000017949	ENSSHAT00000017949.1		ENSMODG00000001114	CCN4	GL841396.1	1690570	1732751
ENSSHAG00000015115	ENSSHAG00000015115.1	ENSSHAT00000017950	ENSSHAT00000017950.1		ENSMODG00000001114	CCN4	GL841396.1	1690570	1732751
ENSSHAG00000015116	ENSSHAG00000015116.1	ENSSHAT00000017951	ENSSHAT00000017951.1	AFP	ENSMODG00000025520	AFP	GL864738.1	1690967	1724699
ENSSHAG00000015117	ENSSHAG00000015117.1	ENSSHAT00000017952	ENSSHAT00000017952.1		ENSMODG00000048909		GL849739.1	1691249	1692208
ENSSHAG00000015117	ENSSHAG00000015117.1	ENSSHAT00000017952	ENSSHAT00000017952.1		ENSMODG00000041512		GL849739.1	1691249	1692208
ENSSHAG00000015117	ENSSHAG00000015117.1	ENSSHAT00000017952	ENSSHAT00000017952.1		ENSMODG00000047770		GL849739.1	1691249	1692208
ENSSHAG00000015118	ENSSHAG00000015118.1	ENSSHAT00000017953	ENSSHAT00000017953.1	UFL1	ENSMODG00000018137	UFL1	GL856926.1	1691433	1729959
ENSSHAG00000015119	ENSSHAG00000015119.1	ENSSHAT00000017954	ENSSHAT00000017954.1		ENSMODG00000018815		GL856895.1	1691765	1706165
ENSSHAG00000015120	ENSSHAG00000015120.1	ENSSHAT00000017955	ENSSHAT00000017955.1	HRH3	ENSMODG00000016705	HRH3	GL834662.1	1692713	1699733
ENSSHAG00000015121	ENSSHAG00000015121.1	ENSSHAT00000017956	ENSSHAT00000017956.1		ENSMODG00000000315	TAX1BP1	GL861706.1	1692850	1728292
ENSSHAG00000015121	ENSSHAG00000015121.1	ENSSHAT00000017956	ENSSHAT00000017956.1		ENSMODG00000047729	TAX1BP1	GL861706.1	1692850	1728292
ENSSHAG00000015121	ENSSHAG00000015121.1	ENSSHAT00000017956	ENSSHAT00000017956.1		ENSMODG00000021142	TAX1BP1	GL861706.1	1692850	1728292
ENSSHAG00000015122	ENSSHAG00000015122.1	ENSSHAT00000017957	ENSSHAT00000017957.1		ENSMODG00000024915		GL849878.1	1692864	1694003
ENSSHAG00000015123	ENSSHAG00000015123.1	ENSSHAT00000017958	ENSSHAT00000017958.1	GPATCH2	ENSMODG00000004195	GPATCH2	GL856786.1	1693111	1933335
ENSSHAG00000015123	ENSSHAG00000015123.1	ENSSHAT00000017959	ENSSHAT00000017959.1	GPATCH2	ENSMODG00000004195	GPATCH2	GL856786.1	1693111	1933335
ENSSHAG00000015124	ENSSHAG00000015124.1	ENSSHAT00000017960	ENSSHAT00000017960.1		ENSMODG00000013746		GL857013.1	1693176	1706573
ENSSHAG00000015125	ENSSHAG00000015125.1	ENSSHAT00000017961	ENSSHAT00000017961.1	AAK1	ENSMODG00000011819	AAK1	GL834701.1	1693354	1926135
ENSSHAG00000015126	ENSSHAG00000015126.1	ENSSHAT00000017962	ENSSHAT00000017962.1			MYH7	GL834496.1	1693357	1726155
ENSSHAG00000015127	ENSSHAG00000015127.1	ENSSHAT00000017963	ENSSHAT00000017963.1	NDUFA1	ENSMODG00000010245		GL834680.1	1693903	1694241
ENSSHAG00000015128	ENSSHAG00000015128.1	ENSSHAT00000017964	ENSSHAT00000017964.1	TCP1	ENSMODG00000007478		GL856967.1	1693982	1703036
ENSSHAG00000015129	ENSSHAG00000015129.1	ENSSHAT00000017965	ENSSHAT00000017965.1	EDN1	ENSMODG00000010567	EDN1	GL841348.1	1694008	1703084
ENSSHAG00000015129	ENSSHAG00000015129.1	ENSSHAT00000017966	ENSSHAT00000017966.1	EDN1	ENSMODG00000010567	EDN1	GL841348.1	1694008	1703084
ENSSHAG00000015130	ENSSHAG00000015130.1	ENSSHAT00000017967	ENSSHAT00000017967.1		ENSMODG00000049348		GL841499.1	1696567	1957277
ENSSHAG00000015131	ENSSHAG00000015131.1	ENSSHAT00000017968	ENSSHAT00000017968.1	MTMR14	ENSMODG00000004830	MTMR14	GL841597.1	1697728	1737316
ENSSHAG00000015132	ENSSHAG00000015132.1	ENSSHAT00000017969	ENSSHAT00000017969.1	ACOD1	ENSMODG00000001141	ACOD1	GL849869.1	1698058	1711007
ENSSHAG00000015133	ENSSHAG00000015133.1	ENSSHAT00000017970	ENSSHAT00000017970.1		ENSMODG00000046728	THEMIS2	GL849747.1	1698319	1721783
ENSSHAG00000015134	ENSSHAG00000015134.1	ENSSHAT00000017971	ENSSHAT00000017971.1	FSD1L	ENSMODG00000014650	FSD1L	GL841571.1	1698645	1761462
ENSSHAG00000015135	ENSSHAG00000015135.1	ENSSHAT00000017972	ENSSHAT00000017972.1	MASP1	ENSMODG00000008535	MASP1	GL849918.1	1699121	1773543
ENSSHAG00000015136	ENSSHAG00000015136.1	ENSSHAT00000017973	ENSSHAT00000017973.1	DHRS13	ENSMODG00000019312	DHRS13	GL857001.1	1700005	1704149
ENSSHAG00000015136	ENSSHAG00000015136.1	ENSSHAT00000017974	ENSSHAT00000017974.1	DHRS13	ENSMODG00000019312	DHRS13	GL857001.1	1700005	1704149
ENSSHAG00000015137	ENSSHAG00000015137.1	ENSSHAT00000017975	ENSSHAT00000017975.1	PECR	ENSMODG00000015562		GL849892.1	1700465	1723629
ENSSHAG00000015138	ENSSHAG00000015138.1	ENSSHAT00000017976	ENSSHAT00000017976.1	TMEM132C	ENSMODG00000015648	TMEM132C	GL841433.1	1700490	2190738
ENSSHAG00000015138	ENSSHAG00000015138.1	ENSSHAT00000017977	ENSSHAT00000017977.1	TMEM132C	ENSMODG00000015648	TMEM132C	GL841433.1	1700490	2190738
ENSSHAG00000015139	ENSSHAG00000015139.1	ENSSHAT00000017978	ENSSHAT00000017978.1				GL841442.1	1700820	1722160
ENSSHAG00000015140	ENSSHAG00000015140.1	ENSSHAT00000017979	ENSSHAT00000017979.1	G2E3	ENSMODG00000017557	G2E3	GL834514.1	1700918	1760702
ENSSHAG00000015140	ENSSHAG00000015140.1	ENSSHAT00000017980	ENSSHAT00000017980.1	G2E3	ENSMODG00000017557	G2E3	GL834514.1	1700918	1760702
ENSSHAG00000015141	ENSSHAG00000015141.1	ENSSHAT00000017981	ENSSHAT00000017981.1	CAV2	ENSMODG00000047495	CAV2	GL861647.1	1700989	1708914
ENSSHAG00000015142	ENSSHAG00000015142.1	ENSSHAT00000017982	ENSSHAT00000017982.1	MYT1	ENSMODG00000017076	MYT1	GL834659.1	1701185	1776913
ENSSHAG00000015143	ENSSHAG00000015143.1	ENSSHAT00000017983	ENSSHAT00000017983.1			PAX4	GL861653.1	1702237	1705384
ENSSHAG00000015144	ENSSHAG00000015144.1	ENSSHAT00000017984	ENSSHAT00000017984.1				GL834461.1	1702471	1702692
ENSSHAG00000015145	ENSSHAG00000015145.1	ENSSHAT00000017985	ENSSHAT00000017985.1	TFDP1	ENSMODG00000003737	TFDP1	GL849842.1	1702913	1847448
ENSSHAG00000015146	ENSSHAG00000015146.1	ENSSHAT00000017986	ENSSHAT00000017986.1				GL834419.1	1702920	1703171
ENSSHAG00000015147	ENSSHAG00000015147.1	ENSSHAT00000017987	ENSSHAT00000017987.1	B4GALT7	ENSMODG00000004274	B4GALT7	GL834624.1	1703009	1706397
ENSSHAG00000015148	ENSSHAG00000015148.1	ENSSHAT00000017988	ENSSHAT00000017988.1				GL841451.1	1703077	1704179
ENSSHAG00000015149	ENSSHAG00000015149.1	ENSSHAT00000017989	ENSSHAT00000017989.1	COLEC12	ENSMODG00000021481	COLEC12	GL841304.1	1703200	1934924
ENSSHAG00000015149	ENSSHAG00000015149.1	ENSSHAT00000017990	ENSSHAT00000017990.1	COLEC12	ENSMODG00000021481	COLEC12	GL841304.1	1703200	1934924
ENSSHAG00000015150	ENSSHAG00000015150.1	ENSSHAT00000017991	ENSSHAT00000017991.1		ENSMODG00000041122		GL834595.1	1703923	1802097
ENSSHAG00000015150	ENSSHAG00000015150.1	ENSSHAT00000017992	ENSSHAT00000017992.1		ENSMODG00000041122		GL834595.1	1703923	1802097
ENSSHAG00000015150	ENSSHAG00000015150.1	ENSSHAT00000017993	ENSSHAT00000017993.1		ENSMODG00000041122		GL834595.1	1703923	1802097
ENSSHAG00000015150	ENSSHAG00000015150.1	ENSSHAT00000017991	ENSSHAT00000017991.1		ENSMODG00000036382		GL834595.1	1703923	1802097
ENSSHAG00000015150	ENSSHAG00000015150.1	ENSSHAT00000017992	ENSSHAT00000017992.1		ENSMODG00000036382		GL834595.1	1703923	1802097
ENSSHAG00000015150	ENSSHAG00000015150.1	ENSSHAT00000017993	ENSSHAT00000017993.1		ENSMODG00000036382		GL834595.1	1703923	1802097
ENSSHAG00000015151	ENSSHAG00000015151.1	ENSSHAT00000017994	ENSSHAT00000017994.1	CYP19A1	ENSMODG00000002101	CYP19A1	GL834502.1	1704080	1731130
ENSSHAG00000015152	ENSSHAG00000015152.1	ENSSHAT00000017995	ENSSHAT00000017995.1	UBASH3A	ENSMODG00000021021	UBASH3A	GL849534.1	1704133	1790137
ENSSHAG00000015152	ENSSHAG00000015152.1	ENSSHAT00000017996	ENSSHAT00000017996.1	UBASH3A	ENSMODG00000021021	UBASH3A	GL849534.1	1704133	1790137
ENSSHAG00000015153	ENSSHAG00000015153.1	ENSSHAT00000017997	ENSSHAT00000017997.1	DIS3	ENSMODG00000000208	DIS3	GL849868.1	1704285	1740904
ENSSHAG00000015154	ENSSHAG00000015154.1	ENSSHAT00000017998	ENSSHAT00000017998.1				GL849739.1	1704497	1709640
ENSSHAG00000015155	ENSSHAG00000015155.1	ENSSHAT00000017999	ENSSHAT00000017999.1	VSIG2	ENSMODG00000003791	VSIG2	GL849683.1	1704501	1710180
ENSSHAG00000015156	ENSSHAG00000015156.1	ENSSHAT00000018000	ENSSHAT00000018000.1		ENSMODG00000047638	CLDN23	GL864734.1	1704726	1705559
ENSSHAG00000015157	ENSSHAG00000015157.1	ENSSHAT00000018001	ENSSHAT00000018001.1	PHGDH	ENSMODG00000005422	PHGDH	GL856995.1	1704898	1730141
ENSSHAG00000015158	ENSSHAG00000015158.1	ENSSHAT00000018002	ENSSHAT00000018002.1	ASS1	ENSMODG00000012093	ASS1	GL834652.1	1705073	1786542
ENSSHAG00000015159	ENSSHAG00000015159.1	ENSSHAT00000018003	ENSSHAT00000018003.1	PPP1R13B	ENSMODG00000013546	PPP1R13B	GL834583.1	1705116	1751264
ENSSHAG00000015159	ENSSHAG00000015159.1	ENSSHAT00000018004	ENSSHAT00000018004.1	PPP1R13B	ENSMODG00000013546	PPP1R13B	GL834583.1	1705116	1751264
ENSSHAG00000015160	ENSSHAG00000015160.1	ENSSHAT00000018005	ENSSHAT00000018005.1	KIF26B	ENSMODG00000006420	KIF26B	GL856796.1	1705182	1809523
ENSSHAG00000015161	ENSSHAG00000015161.1	ENSSHAT00000018006	ENSSHAT00000018006.1				GL849907.1	1705294	1706934
ENSSHAG00000015162	ENSSHAG00000015162.1	ENSSHAT00000018007	ENSSHAT00000018007.1		ENSMODG00000013238		GL867593.1	1705555	1728421
ENSSHAG00000015162	ENSSHAG00000015162.1	ENSSHAT00000018008	ENSSHAT00000018008.1		ENSMODG00000013238		GL867593.1	1705555	1728421
ENSSHAG00000015163	ENSSHAG00000015163.1	ENSSHAT00000018009	ENSSHAT00000018009.1			RTN4RL2	GL864900.1	1705778	1715972
ENSSHAG00000015164	ENSSHAG00000015164.1	ENSSHAT00000018010	ENSSHAT00000018010.1	RGS4	ENSMODG00000001191	RGS4	GL856748.1	1706457	1712316
ENSSHAG00000015165	ENSSHAG00000015165.1	ENSSHAT00000018011	ENSSHAT00000018011.1	DUSP22	ENSMODG00000050834	DUSP22	GL841357.1	1707215	1794164
ENSSHAG00000015166	ENSSHAG00000015166.1	ENSSHAT00000018012	ENSSHAT00000018012.1		ENSMODG00000027446		GL841580.1	1707341	1734454
ENSSHAG00000015167	ENSSHAG00000015167.1	ENSSHAT00000018013	ENSSHAT00000018013.1				GL864821.1	1707694	1708332
ENSSHAG00000015168	ENSSHAG00000015168.1	ENSSHAT00000018014	ENSSHAT00000018014.1		ENSMODG00000018375	IQSEC3	GL861617.1	1707696	1756121
ENSSHAG00000015169	ENSSHAG00000015169.1	ENSSHAT00000018015	ENSSHAT00000018015.1	ZC3H14	ENSMODG00000003282	ZC3H14	GL834528.1	1708209	1753539
ENSSHAG00000015169	ENSSHAG00000015169.1	ENSSHAT00000018016	ENSSHAT00000018016.1	ZC3H14	ENSMODG00000003282	ZC3H14	GL834528.1	1708209	1753539
ENSSHAG00000015170	ENSSHAG00000015170.1	ENSSHAT00000018017	ENSSHAT00000018017.1				GL834625.1	1708365	1708814
ENSSHAG00000015171	ENSSHAG00000015171.1	ENSSHAT00000018018	ENSSHAT00000018018.1	PHF12	ENSMODG00000019313	PHF12	GL857001.1	1708669	1724834
ENSSHAG00000015172	ENSSHAG00000015172.1	ENSSHAT00000018019	ENSSHAT00000018019.1	NSUN5	ENSMODG00000013753	NSUN5	GL857013.1	1708872	1712705
ENSSHAG00000015173	ENSSHAG00000015173.1	ENSSHAT00000018020	ENSSHAT00000018020.1	SNTA1	ENSMODG00000003050	SNTA1	GL834625.1	1709327	1725467
ENSSHAG00000015174	ENSSHAG00000015174.1	ENSSHAT00000018021	ENSSHAT00000018021.1	PLCE1	ENSMODG00000005750	PLCE1	GL834453.1	1709825	1997420
ENSSHAG00000015175	ENSSHAG00000015175.1	ENSSHAT00000018022	ENSSHAT00000018022.1	ESAM	ENSMODG00000003800	ESAM	GL849683.1	1710120	1722269
ENSSHAG00000015176	ENSSHAG00000015176.1	ENSSHAT00000018023	ENSSHAT00000018023.1		ENSMODG00000043191		GL841415.1	1711994	1713819
ENSSHAG00000015176	ENSSHAG00000015176.1	ENSSHAT00000018024	ENSSHAT00000018024.1		ENSMODG00000043191		GL841415.1	1711994	1713819
ENSSHAG00000015177	ENSSHAG00000015177.1	ENSSHAT00000018025	ENSSHAT00000018025.1	USP6NL	ENSMODG00000016766		GL861627.1	1712029	1881746
ENSSHAG00000015177	ENSSHAG00000015177.1	ENSSHAT00000018026	ENSSHAT00000018026.1	USP6NL	ENSMODG00000016766		GL861627.1	1712029	1881746
ENSSHAG00000015178	ENSSHAG00000015178.1	ENSSHAT00000018027	ENSSHAT00000018027.1	PARVA	ENSMODG00000008586	PARVA	GL864882.1	1712162	1826571
ENSSHAG00000015179	ENSSHAG00000015179.1	ENSSHAT00000018028	ENSSHAT00000018028.1	SORL1	ENSMODG00000013024	SORL1	GL849656.1	1712356	1873695
ENSSHAG00000015180	ENSSHAG00000015180.1	ENSSHAT00000018029	ENSSHAT00000018029.1		ENSMODG00000013695		GL841499.1	1713858	1715930
ENSSHAG00000015181	ENSSHAG00000015181.1	ENSSHAT00000018030	ENSSHAT00000018030.1		ENSMODG00000016897		GL841553.1	1713983	1973248
ENSSHAG00000015182	ENSSHAG00000015182.1	ENSSHAT00000018031	ENSSHAT00000018031.1	CACNA1C	ENSMODG00000018433	CACNA1C	GL861618.1	1714134	2051974
ENSSHAG00000015182	ENSSHAG00000015182.1	ENSSHAT00000018032	ENSSHAT00000018032.1	CACNA1C	ENSMODG00000018433	CACNA1C	GL861618.1	1714134	2051974
ENSSHAG00000015183	ENSSHAG00000015183.1	ENSSHAT00000018033	ENSSHAT00000018033.1	GCDH	ENSMODG00000011508	GCDH	GL841415.1	1714149	1732530
ENSSHAG00000015184	ENSSHAG00000015184.1	ENSSHAT00000018034	ENSSHAT00000018034.1	ALOX5AP	ENSMODG00000009265	ALOX5AP	GL849704.1	1714876	1751651
ENSSHAG00000015185	ENSSHAG00000015185.1	ENSSHAT00000018035	ENSSHAT00000018035.1			TRIM50	GL857013.1	1715083	1725522
ENSSHAG00000015186	ENSSHAG00000015186.1	ENSSHAT00000018036	ENSSHAT00000018036.1				GL849869.1	1715957	1723864
ENSSHAG00000015187	ENSSHAG00000015187.1	ENSSHAT00000018037	ENSSHAT00000018037.1	IQGAP3	ENSMODG00000016849	IQGAP3	GL856822.1	1716392	1778763
ENSSHAG00000015187	ENSSHAG00000015187.1	ENSSHAT00000018038	ENSSHAT00000018038.1	IQGAP3	ENSMODG00000016849	IQGAP3	GL856822.1	1716392	1778763
ENSSHAG00000015188	ENSSHAG00000015188.1	ENSSHAT00000018039	ENSSHAT00000018039.1	NPSR1	ENSMODG00000000058	NPSR1	GL841584.1	1716466	1751928
ENSSHAG00000015189	ENSSHAG00000015189.1	ENSSHAT00000018040	ENSSHAT00000018040.1	SMNDC1	ENSMODG00000010542	SMNDC1	GL834464.1	1716581	1728625
ENSSHAG00000015189	ENSSHAG00000015189.1	ENSSHAT00000018041	ENSSHAT00000018041.1	SMNDC1	ENSMODG00000010542	SMNDC1	GL834464.1	1716581	1728625
ENSSHAG00000015190	ENSSHAG00000015190.1	ENSSHAT00000018042	ENSSHAT00000018042.1	MTRES1	ENSMODG00000018020	MTRES1	GL856934.1	1718083	1731251
ENSSHAG00000015191	ENSSHAG00000015191.1	ENSSHAT00000018043	ENSSHAT00000018043.1	NDUFB10	ENSMODG00000016095	NDUFB10	GL841555.1	1718090	1724214
ENSSHAG00000015192	ENSSHAG00000015192.1	ENSSHAT00000018044	ENSSHAT00000018044.1	PNLDC1	ENSMODG00000007420	PNLDC1	GL856967.1	1719025	1739868
ENSSHAG00000015192	ENSSHAG00000015192.1	ENSSHAT00000018045	ENSSHAT00000018045.1	PNLDC1	ENSMODG00000007420	PNLDC1	GL856967.1	1719025	1739868
ENSSHAG00000015193	ENSSHAG00000015193.1	ENSSHAT00000018046	ENSSHAT00000018046.1				GL834650.1	1719028	1721682
ENSSHAG00000015194	ENSSHAG00000015194.1	ENSSHAT00000018047	ENSSHAT00000018047.1	SUDS3	ENSMODG00000015309	SUDS3	GL841451.1	1719134	1767580
ENSSHAG00000015195	ENSSHAG00000015195.1	ENSSHAT00000018048	ENSSHAT00000018048.1				GL856880.1	1719176	1719748
ENSSHAG00000015196	ENSSHAG00000015196.1	ENSSHAT00000018049	ENSSHAT00000018049.1		ENSMODG00000009567	DNAJC24	GL864888.1	1719974	1781698
ENSSHAG00000015197	ENSSHAG00000015197.1	ENSSHAT00000018050	ENSSHAT00000018050.1		ENSMODG00000044011		GL861693.1	1720080	1764569
ENSSHAG00000015198	ENSSHAG00000015198.1	ENSSHAT00000018051	ENSSHAT00000018051.1	DROSHA	ENSMODG00000004807	DROSHA	GL841232.1	1720132	1818886
ENSSHAG00000015198	ENSSHAG00000015198.1	ENSSHAT00000018052	ENSSHAT00000018052.1	DROSHA	ENSMODG00000004807	DROSHA	GL841232.1	1720132	1818886
ENSSHAG00000015199	ENSSHAG00000015199.1	ENSSHAT00000018053	ENSSHAT00000018053.1	DCUN1D5	ENSMODG00000000824	DCUN1D5	GL849677.1	1720190	1738449
ENSSHAG00000015200	ENSSHAG00000015200.1	ENSSHAT00000018054	ENSSHAT00000018054.1		ENSMODG00000000305		GL849825.1	1720390	1841305
ENSSHAG00000015201	ENSSHAG00000015201.1	ENSSHAT00000018055	ENSSHAT00000018055.1				GL841355.1	1720415	1720573
ENSSHAG00000015202	ENSSHAG00000015202.1	ENSSHAT00000018056	ENSSHAT00000018056.1	RETNLB	ENSMODG00000018074		GL849569.1	1721480	1722688
ENSSHAG00000015203	ENSSHAG00000015203.1	ENSSHAT00000018057	ENSSHAT00000018057.1				GL849676.1	1721669	1722531
ENSSHAG00000015204	ENSSHAG00000015204.1	ENSSHAT00000018058	ENSSHAT00000018058.1	CDK18	ENSMODG00000001795	CDK18	GL856779.1	1721894	1741059
ENSSHAG00000015205	ENSSHAG00000015205.1	ENSSHAT00000018059	ENSSHAT00000018059.1				GL834667.1	1722318	1723376
ENSSHAG00000015206	ENSSHAG00000015206.1	ENSSHAT00000018060	ENSSHAT00000018060.1	WDR37	ENSMODG00000006325	WDR37	GL861672.1	1722453	1797799
ENSSHAG00000015207	ENSSHAG00000015207.1	ENSSHAT00000018061	ENSSHAT00000018061.1		ENSMODG00000018879		GL856997.1	1723095	1736970
ENSSHAG00000015207	ENSSHAG00000015207.1	ENSSHAT00000018062	ENSSHAT00000018062.1		ENSMODG00000018879		GL856997.1	1723095	1736970
ENSSHAG00000015208	ENSSHAG00000015208.1	ENSSHAT00000018063	ENSSHAT00000018063.1	LPAR5	ENSMODG00000018099	LPAR5	GL861612.1	1723417	1724535
ENSSHAG00000015209	ENSSHAG00000015209.1	ENSSHAT00000018064	ENSSHAT00000018064.1		ENSMODG00000001199		GL864816.1	1723431	1892147
ENSSHAG00000015209	ENSSHAG00000015209.1	ENSSHAT00000018065	ENSSHAT00000018065.1		ENSMODG00000001199		GL864816.1	1723431	1892147
ENSSHAG00000015210	ENSSHAG00000015210.1	ENSSHAT00000018066	ENSSHAT00000018066.1				GL841496.1	1723780	1757759
ENSSHAG00000015211	ENSSHAG00000015211.1	ENSSHAT00000018067	ENSSHAT00000018067.1		ENSMODG00000012887	PAPOLA	GL834591.1	1723888	1775446
ENSSHAG00000015212	ENSSHAG00000015212.1	ENSSHAT00000018068	ENSSHAT00000018068.1	USP19	ENSMODG00000013305	USP19	GL841583.1	1724194	1748515
